gene	PearsonCorrelation	Pearson_pvalue	SpearmanCorrelation	Spearman_pvalue	P_adjustedPvalue	S_adjustedPvalue
GGNBP2	0.0522792740433481	0.285094756555258	0.0753582179361237	0.1230474664736	0.727192541557303	0.457387040901269
ASB4	0.128722249899423	0.00826238539137347	0.21644287259305	7.61601478907015e-06	0.103864358171049	0.000212790914972359
GDE1	-0.0781365713958353	0.109821433111378	-0.104151240476319	0.0328501130883344	0.496204612349525	0.212696008951682
OSBPL7	-0.0348837401805913	0.475851727704686	-0.0156027461237299	0.749857266005478	0.838292845134063	0.939826128052212
TMEM98	0.014074490144753	0.773656139408544	0.057920900229113	0.236222249873366	0.942716906652034	0.631656858217349
ABCC8	0.0371533018321264	0.447607869327054	0.0618500323922991	0.205877709153153	0.82526442573755	0.597987758977268
SYNRG	-0.0906209676717566	0.0635303446768487	-0.0666555175481421	0.172732164979413	0.378548933956174	0.544646587246229
CACNG3	0.0111461261489659	0.819837559388741	-0.019243973514469	0.694138429795941	0.953911486607529	0.91920342171931
TMEM132A	0.0604103856008178	0.216650648488959	0.0666519840431548	0.172754981764708	0.659306300775314	0.544646587246229
TAC1	-0.00712399616549093	0.884264635665452	0.0395189521549281	0.419206071637528	0.972063642191821	0.789157909917819
ZNF263	0.0383039777183274	0.433658939712133	0.0333114170607245	0.49597571392021	0.817777542643415	0.831866434593062
SPATA20	0.319744201772198	1.94311233769895e-11	0.369307244210163	5.94918646756251e-15	2.19488417916937e-09	5.8800271748771e-13
TNFRSF12A	0.111970089361924	0.0217281614076712	0.0755274770751049	0.12220634330014	0.200941020175972	0.455460546829657
MAP3K9	-0.0685274579977923	0.16095769414512	-0.0616913676582067	0.207045627316256	0.588664425349428	0.598998002759085
JHDM1D	0.0959379892674132	0.0494352768422834	0.0680342373175099	0.163936603714166	0.329027553865265	0.532558227431353
AGK	0.012267721656567	0.802066448480195	0.0322792783544389	0.509427911211916	0.949913359634893	0.840149786643657
ALDH3B1	-0.0440715822974035	0.367617722880425	0.0384123864940995	0.432357802361749	0.782643445209443	0.796146516831474
PHTF2	0.0145019324486035	0.766977299798465	0.0448288903484228	0.3592874413125	0.942470705899309	0.746815404431634
FARP2	0.0888817776190662	0.0688033821355138	0.091806176698662	0.060131112707063	0.395082311216781	0.307539914731402
USH1C	0.0426013810835143	0.383829540239434	0.0701190223116269	0.151430834625181	0.791879906378432	0.510011974557528
IFRD1	0.0625776962917881	0.20058250632068	0.0562921882453172	0.249569653852696	0.643261453065048	0.645550546677183
LGALS14	0.101743382770006	0.0371314184656155	0.0622970520775733	0.202612895212595	0.275162254740039	0.591384334605385
COX10	-0.0290982325727972	0.55205404758379	0.00730476476145866	0.88134929387351	0.874943145769698	0.976357619471552
GTF2IRD1	-0.0110678474174055	0.821081408012182	-0.0116095997368575	0.812482316832046	0.954187344672593	0.955017254105347
VPS41	0.0629708152835814	0.197763330567911	0.0716928189905044	0.142437348379368	0.638250879510396	0.493753666653076
ELAC2	0.151007226596404	0.00191363798456567	0.18144936033813	0.000189414383580523	0.0350534295777892	0.00382066206880407
MYH13	0.0184175861664868	0.706652829836395	0.040757930344543	0.404762469660761	0.92890674716237	0.780028478578512
CDKL3	0.00582204547036906	0.905305589007593	-0.0230538842825965	0.637556056455438	0.977653386181933	0.89574603613661
UPP2	-0.0467530570215652	0.339163310577788	-0.000682667881172412	0.988870801342638	0.764469032834119	0.998814707584565
CCDC124	0.0479995043139901	0.326429463751446	0.0450449589526342	0.356974424610366	0.758782583084647	0.74462411898126
CEACAM21	0.166235577331942	0.000625081853015574	0.301241520687836	2.93450708903328e-10	0.0139619271519609	1.78485750407586e-08
NOS2	0.157534975058824	0.00119893860179099	0.149080324583263	0.00218934360820867	0.0241221565505378	0.029795421532024
DNAH9	-0.0177748141482525	0.716441782610152	0.0342081667219014	0.484443230702208	0.929959035368338	0.827498946891847
KIAA0100	0.0663692784747667	0.174587772550604	0.0520189132225493	0.287503805910446	0.611908474094694	0.685552651789475
SLC13A2	0.0243668664110626	0.618513760456884	-0.0199484871490481	0.683534692021773	0.900163501552104	0.912187140897242
TRAPPC6A	0.0518780262510708	0.288813085920288	0.0189802787761067	0.698122868205316	0.729985468118666	0.921671050069545
MATK	0.0086470223731821	0.859754731610233	0.0494731721700908	0.31177903615665	0.968229542970321	0.711618498463691
CEACAM7	0.0632510970885968	0.195771058631387	0.0385589518990833	0.430602290043486	0.635713248705697	0.795316028983895
ST7L	0.402727173874459	0	0.43202902979676	1.58225992492094e-20	0	2.40594792814421e-18
RPUSD1	-0.0009480757764066	0.984544450767336	-0.0382475636279307	0.434336920923777	0.997512067181361	0.798143372694426
RHBDF1	0.0471541383366698	0.335031612295326	0.0309736617545305	0.526713215413082	0.761705472395561	0.848340930980186
BAIAP3	-0.0395100896918981	0.41931046347988	-0.0531822764294209	0.276845140856224	0.810313481531485	0.676088115556663
TEAD3	-0.0281370211088442	0.565269206677624	0.00507683838089609	0.917379798091334	0.880909379517535	0.984555575004763
PSMB1	-0.0104931343343537	0.830227132726054	0.0305824335932952	0.531950252908411	0.95707199569501	0.848340930980186
CDK11A	0.0385506447599839	0.43070167991916	0.0426154019337654	0.383521001816813	0.815507227758812	0.764624412484141
TFAP2B	-0.0299923348812734	0.539898812935225	-0.0665119718234008	0.173660886426186	0.870008440537588	0.545192821593913
TFAP2D	-0.0463663568071873	0.343177567823015	-0.10011273976087	0.0402922201117461	0.767393956101973	0.24227420868713
CELSR3	-0.0392145279888756	0.422800631074541	-0.0184824398937717	0.705667802172104	0.812019574910468	0.925588170197226
AASS	-0.0426026920822159	0.38381489242219	-0.0445928393368463	0.361973432809579	0.791879906378432	0.749211244994968
PLEKHG6	-0.069244929158147	0.156608614761682	-0.0696933473976128	0.153935896579343	0.583005798926845	0.515750480615622
MPND	0.0146186787481898	0.765156095855307	0.00137237577472499	0.977620709561454	0.942431890369826	0.997207999181012
PGLYRP1	-0.029012473678903	0.553226930953985	0.00225118184284113	0.963311795509257	0.876099608061919	0.99442210502401
ST3GAL1	0.0558435538647598	0.253481961620046	0.0757088839991804	0.121309835131346	0.698843051091249	0.454595671271824
MMP25	0.105952498523143	0.0299294344882171	-0.00163746099030299	0.973309378332663	0.242962507435995	0.996522206826492
IL32	0.0970093312745635	0.0469375888739343	0.140827328953112	0.00385620732525064	0.318099899670846	0.0464311923909269
PKD1	-0.0792724259785051	0.104736254055146	-0.0493116879682946	0.313363021448612	0.484297988780139	0.712530849890073
MAPK8IP2	0.01758765936293	0.719300848820339	0.0529605146346142	0.278855927822962	0.930560289812131	0.677817510250262
MED24	-0.0140058931783107	0.774729546495252	-0.0604848310590628	0.216083845262859	0.942716906652034	0.60874596124608
HEATR5B	-0.114164597864414	0.0192650735379399	-0.118304150617523	0.0152741657902824	0.18497997495146	0.126199403243221
RPS20	-0.0303152115387396	0.535542372909287	-0.0175225328262524	0.72029667397938	0.868266053433203	0.930871662086066
UBE3C	-0.0146434786401541	0.764769391849212	0.119035444914993	0.0146501171038927	0.942345579141612	0.122450820233065
REV3L	NA	NA	NA	NA	NA	NA
PAX7	-0.0565814752541811	0.247253386902166	-0.0276041345499129	0.572660261545357	0.691082207373441	0.864235249240092
TRAF3IP3	0.0798668931059728	0.102150109629859	0.0752618455077086	0.123528394107144	0.479632373422384	0.457945867205249
MLXIPL	0.0731455853420439	0.134503571034202	0.111476984401434	0.0223610489922401	0.545321397969638	0.163711865168187
ZNF207	-0.0635190507965694	0.193880158514489	-0.0402074616726755	0.411142700022222	0.632691049679761	0.784358330740793
HHATL	-0.0244301496742506	0.617602238657273	0.0498167765162608	0.308426180467097	0.89998009050964	0.709556851910558
NCAPD2	0.0407239204316097	0.405154944836127	0.0471730790152623	0.33483729907513	0.804842014070305	0.729341846513673
PHF7	-0.0320420925055097	0.512545910983304	-0.0241480010812437	0.621670765960035	0.856813448924415	0.889296528454023
SEMA3G	-0.0498047648719386	0.308542986539925	-0.0892463403141871	0.0676693488950811	0.745105908686771	0.325661315711142
NISCH	-0.0760989853116162	0.119428735239448	-0.0995489600467263	0.0414366526955807	0.516043636379706	0.247461943250722
FUZ	0.00139770183132192	0.977216304362767	0.0415884094485907	0.395249194831954	0.996157298128269	0.771868128975252
PRSS3	-0.00616008585448981	0.899835507236933	-0.0495971280683945	0.310566737116223	0.976836751120729	0.71095865384423
ZNF200	-0.0138711807046772	0.776838777948544	-0.000955787731222966	0.984413349383971	0.942716906652034	0.998814707584565
CD4	0.00432420193357417	0.929593675377183	0.00387267141217776	0.936929293048436	0.984178053801055	0.988590363277901
LRRC23	0.137689310652611	0.00470072954003165	0.221652374122626	4.77573055923938e-06	0.0693445307332653	0.000143580614189756
HFE	-0.00343440401828115	0.94405454742674	0.0166750216433038	0.73319314828822	0.987661969324478	0.936049685758017
FMO1	0.0359756487189381	0.462143315057916	-0.0441018241634965	0.367288771960234	0.831617438115092	0.75256603262233
LYPLA2	0.020335224389504	0.677740026300333	-0.00762630689326512	0.876167611484567	0.921088069432233	0.976216661224824
MRC2	NA	NA	NA	NA	NA	NA
TSPAN9	0.0274273280647705	0.575122600749454	0.0318350643439011	0.51527554343985	0.883671837287505	0.843044528280829
APBA3	-0.0185456892678756	0.704707615278431	-0.0529191532507878	0.279106976133416	0.928348450539656	0.678002722054352
ABHD5	-0.0338874567084159	0.488550949375346	-0.012431764273478	0.799475572495822	0.845659447616213	0.952590231532549
AKAP8L	NA	NA	NA	NA	NA	NA
UTP18	-0.0226808135727713	0.643011244976919	0.0720134880982266	0.140656040313881	0.908020669924614	0.492327273466959
TTC19	0.0939036227657861	0.0544841775295515	0.0958669355813217	0.049604784968539	0.347144554170962	0.276409467756334
LARS2	0.182075798539014	0.000175619181901787	0.171114498549937	0.00042771447908859	0.00501307173753585	0.00753481269747068
PIK3C2A	0.0828510701552343	0.0899241629268435	0.0639726878274413	0.190709439285109	0.450682335510414	0.574234400772033
ANLN	0.0378692510430566	0.438899195868552	-0.0167085583256188	0.732782250538591	0.821351790738029	0.936049685758017
WIZ	-0.0103134714878751	0.833090976483654	0.00091918240547201	0.985010275319205	0.957449178932594	0.998814707584565
DCN	NA	NA	NA	NA	NA	NA
QPCTL	-0.0900800860217483	0.0651333676506303	-0.0728742611353056	0.135958872492772	0.382995371280032	0.485754409729775
PPP5C	0.00612357759582425	0.900426050802874	-0.0244146184826121	0.617688164666884	0.977026075363421	0.886775072071435
CEP68	0.0374314389114708	0.444213091778651	0.0416675591916142	0.394349604749702	0.823446026508058	0.771812456622746
ZBTB32	0.0899531576102445	0.0655143249195449	0.234564349880667	1.16916977030641e-06	0.383435800991	4.22129012502867e-05
ERCC1	-0.0166007023336537	0.734442039381451	-0.0060747023995115	0.901175873160751	0.933638779001468	0.981826738844032
CD22	0.101706030387524	0.0372013955529078	-0.0101327017811756	0.835974692689155	0.275165046432967	0.962602943470865
EXTL3	0.0266101541922241	0.586567472937307	0.027636243542502	0.572213623343147	0.886804781742885	0.863938300337545
ELOVL5	0.0217404098945604	0.656847038421569	0.0126016263454684	0.796712580225655	0.913531126613323	0.952402231963175
ALOX5	0.204995943384928	2.29886492042475e-05	0.182506929275475	0.00016939472074135	0.000873900236817235	0.00345207231160272
CALCOCO1	0.00833738685855837	0.864727562354093	0.0179535162750728	0.713715533965403	0.969456094396153	0.929215859898847
MAP4K5	0.0556956109122937	0.254743691209872	0.0714443131872557	0.143829620682402	0.699342634107237	0.496837400933049
PSMC4	0.0332381352971994	0.496924549561455	0.0339171018948115	0.488014221929387	0.849189916874285	0.828365443429497
MAN2B2	0.191905909221155	7.55711597779651e-05	0.173262313423782	0.000360741636417814	0.00248039199938313	0.0065874921920454
CLDN11	-0.000147849659745937	0.997589605496659	-0.024248741093375	0.620216783187235	0.998883510790599	0.888898695787832
SLC25A39	0.00318464871192208	0.948117046654631	0.0420332007888448	0.390209889203316	0.988366709017557	0.768966342430798
NUB1	0.0568587391321833	0.244940917591439	0.0127577855072155	0.794332968958979	0.688499052753469	0.951316867488835
CLK1	NA	NA	NA	NA	NA	NA
RNF14	-0.0159336947373316	0.744733782738157	0.00916030038104305	0.851523634485254	0.936186012736186	0.967244696634177
DDX11	0.306940964722581	1.2974266105914e-10	0.481380927815431	0	1.2212800249936e-08	0
GPRC5A	0.0131996302811196	0.787377615931228	-0.0338453940485291	0.489091080712175	0.946420338563156	0.828991034338943
CD6	0.0348289025090581	0.476545998911086	0.0174950781224059	0.720607420580582	0.83831970875533	0.930871662086066
TACC3	0.0258249032779297	0.597663330658517	0.0110226642126629	0.821799573208587	0.892588331007986	0.958968303624601
POLA2	-0.0224088295486794	0.647000448098394	0.000610391689761469	0.990049020060199	0.909775764699317	0.998814707584565
ZC3H3	-0.0252004093240293	0.606554889084112	0.00706591270596623	0.885201708965959	0.89779661325123	0.977252153098153
CAPN1	0.0880611904943881	0.0714129363374409	0.066837761470951	0.171490055457914	0.401807466328656	0.542823005806935
ACPP	0.0756856386488112	0.121455453140307	0.056145692777538	0.250918660113733	0.519648528155683	0.645970505432912
MDH1	-0.0690081115735109	0.158034199172944	-0.0205756171179771	0.674147632883044	0.584910426467291	0.908494258289016
SLC30A9	0.0211091678702565	0.666200825914068	-0.00327481277243039	0.946650284916727	0.917868954609259	0.991285798938717
MTMR11	0.0741268473994486	0.129340399599591	0.0598020193908047	0.221322532404171	0.535059386290292	0.614720475528363
CCDC88C	-0.0956643051024176	0.050090857076672	-0.0761978288820138	0.118948020047265	0.331993635293584	0.448080988334315
YAF2	0.0374490283059283	0.443998899422016	0.0348230077513436	0.476620662265059	0.823334732113011	0.823926448738482
BID	0.00800384118239628	0.870090369816065	0.0139931140571627	0.774929561992529	0.971038045749559	0.943833648594413
NPC1L1	-0.0649572834443873	0.183958744316487	0.0393359411973421	0.421364864792531	0.621342072323991	0.79082173888311
RGPD5	0.0768683581187322	0.115726764671246	0.0804423964536887	0.0996949596974337	0.508353525488432	0.407384003270082
NUDCD3	0.0541113148534537	0.26852843377826	0.0314039712294667	0.520983477009372	0.712740626345989	0.846232164054924
CLCA4	0.0363952551406264	0.456934351838733	0.0265843421997704	0.586930688457168	0.827905572866376	0.871686880847263
ATP2C1	-0.0233411559010292	0.633368727932227	-0.0195415556674676	0.689652051220891	0.906597851513418	0.91742317830677
SRCIN1	0.0748141032457949	0.125816508848198	0.0475717354101599	0.330764261768352	0.527482044253817	0.727445116525641
WWTR1	0.0702320195710465	0.150771080644642	-0.0105666298143345	0.829056252462539	0.574693764741586	0.960979547758582
ZNF582	-0.098293618273974	0.0440837212896785	-0.06632010972177	0.174908006603876	0.307284106955464	0.547071838693374
VSIG2	-0.0382164466530447	0.434711143823822	0.00269106005553145	0.956149572493895	0.818647517080975	0.993800579345417
MARCO	0.0363717606684656	0.45722513912622	0.116687222713882	0.0167373357848687	0.828242651791757	0.134357476193864
SYT13	-0.0226484366356757	0.643485584630983	0.0246170915356244	0.614912987640348	0.908020669924614	0.884834910458879
SNAI2	NA	NA	NA	NA	NA	NA
CD74	NA	NA	NA	NA	NA	NA
GPR124	0.00568252294149032	0.907564627265377	0.00605362947714056	0.901557657853266	0.977975147395917	0.981903085488399
MNAT1	0.0250301074405712	0.608989837148747	0.00745006539630926	0.879007119745812	0.898206051545447	0.976216661224824
RUNX3	-0.0464300681725128	0.342514119890903	-0.0204527415083129	0.675982949365298	0.766800452171605	0.90932241929762
MRE11A	0.163488321661028	0.000770491203823553	0.128700773453306	0.0082732290649466	0.016333174125021	0.0821570467318545
PLEKHB1	NA	NA	NA	NA	NA	NA
SLC7A9	0.191798769423436	7.6286579103968e-05	0.229019592480041	2.10891320357271e-06	0.00249255364039287	6.85401865242313e-05
SPAST	0.0108135119074157	0.82512587779344	-0.0158724579747375	0.745580080414865	0.955377114616009	0.939215697359731
OSBPL5	0.149966658877799	0.00205830682419195	0.134668386361966	0.00570524521747841	0.0369190067754316	0.0619661729870904
AQR	0.0843727573177072	0.0841579030804032	0.090242074460201	0.0646498290219277	0.436638149381068	0.318887148651492
CPS1	0.0189283586224854	0.698908365861389	0.154654348833983	0.00147695861391451	0.926512764546014	0.0215070198162468
GABRA1	-0.0659715985212548	0.177190376666657	-0.0205493786696434	0.674539378504676	0.616322042076886	0.908617183277082
NLRP2	0.172041167594127	0.000397513266161553	0.152842079911961	0.00168100676301802	0.00964152575318835	0.0239018655894953
SLC45A4	0.0461259139774119	0.345688743909153	-0.0125593540875847	0.797461946996064	0.768851799697405	0.952402231963175
RNF10	0.0496289192890934	0.310256316481088	0.0582921011497231	0.233227477645802	0.745746944573033	0.628323565841689
ZNF839	0.00863234915482198	0.85999026405165	0.0298728933004001	0.541514854577336	0.968229542970321	0.853545780875869
RNH1	-0.0866301828376935	0.0761567239296279	-0.0075677461728403	0.877060091131394	0.414533493572604	0.976216661224824
ERP44	-0.0159637692248401	0.744268746911787	-0.0116011559043699	0.812616173722116	0.935979716482361	0.955017254105347
BIRC3	0.0462766895759479	0.344112687934132	0.0874684587027823	0.0733477191703952	0.767851515652905	0.342154533187609
AKAP11	-0.0325814835170376	0.505469564816948	-0.00537600015315329	0.912530193161964	0.853280505462333	0.984506681502446
GLRX2	0.0624060027726894	0.201822900245934	0.0118851640511874	0.808116917717958	0.644211505318498	0.954268289784333
SNAPC1	0.10539751705596	0.0308046410077429	0.174429254202993	0.000328586229317069	0.246032622674973	0.00612766819625015
STRAP	-0.00458885976238387	0.925296742367017	-0.0117975732275189	0.809503864431822	0.98333782257183	0.954622976295663
ABCC2	-0.0480288771239867	0.326133169897335	0.0506643910157415	0.300257212126181	0.75845146305242	0.701349334870586
DEF6	-0.0753343355304847	0.123198942952603	-0.0683770496834408	0.161880839657334	0.523711217662288	0.527396703407721
PLEKHO1	NA	NA	NA	NA	NA	NA
RRAGD	-0.0362721803265325	0.458458777870366	0.00498593368035653	0.918854037223067	0.828768531463416	0.984829219736401
HSF2	0.00319035983259233	0.948024134616642	0.0297170715572865	0.543626729795229	0.988366709017557	0.853545780875869
PHF20	-0.00700791569076983	0.886137547294315	-0.00946017955783967	0.846722060364313	0.972704799763382	0.965281268797107
HSD17B6	0.0364595635240033	0.45613894710701	-0.0513746851539981	0.293523359849366	0.827905572866376	0.694253426960495
NR1H3	0.00504452816300444	0.917903754100271	0.0555273156262849	0.256184279305708	0.981524340024696	0.651753248542546
TYMP	0.0767078276322797	0.116491670065289	0.117739672663118	0.0157716901086336	0.508541999272659	0.129096018311559
SEC63	-0.017145285255031	0.726074280565354	0.0873008659392197	0.0739024536735992	0.931339977749761	0.343127833938432
VIM	0.0487618931020018	0.318795419675624	0.0893113409906694	0.0674687718407282	0.750659732988433	0.325091760478146
FAS	-0.0500268616623446	0.306387940236	0.0354512470748739	0.468699367325302	0.744959853458194	0.818442395512939
AGPAT4	-0.0893884931510655	0.0672313310253215	-0.0443698044726851	0.364381850479096	0.388879396062339	0.751384117474317
BTN3A1	0.100528237322528	0.0394659854266077	0.097579110825201	0.0456528937671155	0.285766984219952	0.261767535182438
MIPEP	0.0554022152662612	0.257258770606998	0.0388448001320034	0.427190376821949	0.701913422770715	0.794775131654388
B4GALT7	0.0331451360664074	0.49813006883652	0.0253396318249294	0.604426918876478	0.849442029021118	0.879293802629094
SH2D2A	NA	NA	NA	NA	NA	NA
VRK2	0.0323412149765546	0.508615336849924	-0.00278427527493253	0.954632248995655	0.855318344623457	0.993586572700888
TNFRSF1B	0.0519061659267773	0.28855126098617	-0.025832184017888	0.597417953681355	0.729931266486558	0.875932897135374
VEZT	0.0561264971739115	0.25108097452956	0.0145246254310246	0.766623195941246	0.696809331277144	0.94166506817448
POU2F2	0.0320632025023432	0.512268001706276	0.0782542013504915	0.109285948941912	0.856813448924415	0.427520903869068
BRD9	0.119399158747806	0.0143481658462261	0.124280425609582	0.0107942310548131	0.153105192100013	0.0993597030854564
SNX1	0.026489258002627	0.588269568009181	0.016885047565796	0.730068956047063	0.887680815696297	0.934994369203779
TFB1M	0.126962773748022	0.00919394996332601	0.145614239539969	0.00277820771658868	0.112202118882495	0.0361304085774123
BAK1	0.223541638581932	3.72329907216695e-06	0.206428546207468	2.00862757026721e-05	0.000171163521881535	0.000507419111760474
MUSK	-0.10458581851163	0.0321240709702607	-0.0905574143587705	0.0637169986742404	0.25349803309566	0.316463761631419
GRN	-0.0860488518239061	0.0781555940637769	-0.0645910222809268	0.186449048188385	0.419130925247508	0.568770302478998
CENPQ	0.191901471458838	7.56006667321785e-05	0.235551021999804	1.05104679505038e-06	0.00248039199938313	3.86540791091317e-05
ARID4A	0.0422256028791649	0.388042162905895	0.0427726271804355	0.381919091192705	0.793969510100023	0.763548483959726
IFT88	0.130221662536676	0.00753593935812535	0.0912981597161064	0.0615692666316306	0.0980043955669361	0.310873685348852
ZCCHC8	-0.0261541436882935	0.592999483489122	-0.0658754464529241	0.177823941914268	0.890677312230454	0.553128996347804
ABCF2	0.0811180248029312	0.0968727702415995	0.097978449301619	0.0447702001248165	0.467032152034177	0.258581426140924
FUT8	-0.0192533091312198	0.693997521722023	-0.0185017283264746	0.705374935462174	0.925071495136759	0.925588170197226
UBA6	0.101761551150857	0.0370974216563948	0.0771452195997635	0.114416807979307	0.275162254740039	0.438308783603549
PIAS1	0.0389134827577967	0.426372918910466	0.00508576578452216	0.917235033874315	0.814244089408723	0.984555575004763
SLC4A7	0.0425354542885145	0.384566581380833	0.0957627715738589	0.0498827891998108	0.791879906378432	0.277177241182645
EFCAB1	0.0437321618004128	0.371322246372845	0.0922652616133005	0.0588554615542746	0.784906431259576	0.303807657018964
ASTE1	-0.00190101139503212	0.969015508635215	0.0674027297669083	0.167957498626658	0.994755655604398	0.538631808817692
RNF19A	0.0428809959054474	0.380713120316029	-0.0257056850824389	0.599214501557012	0.790642665297783	0.875932897135374
PEX3	0.0287622974680018	0.556655408446458	0.0282491329008734	0.563720069813527	0.877812463188087	0.861139646081883
MYOC	0.0538765311208679	0.270613882130395	0.130016331707511	0.00763192386817182	0.715872855806302	0.0773661820841469
FAM136A	-0.054215475200664	0.267606768657573	-0.0898396556281018	0.065856533187629	0.712150912753794	0.321235709529519
VCL	NA	NA	NA	NA	NA	NA
ADSS	-0.0253785182551495	0.604012966999281	0.0101659144488185	0.835377064626047	0.896215149195593	0.962602943470865
STAP1	0.0708199956941089	0.147373266322486	0.0897338833853091	0.0661767563743287	0.570936019996031	0.321235709529519
TIMP2	-0.00831840135808732	0.865032650498175	0.00528817380726972	0.913918082848328	0.969498677177757	0.984506681502446
MYOM2	-0.0145492744989521	0.766238624126928	0.321747245952657	1.43184836418184e-11	0.942431890369826	9.93125001367177e-10
CYP46A1	0.0278462045961756	0.569297123535975	0.0195849898565104	0.688998136590254	0.881021395115644	0.917310703151901
