gene	PearsonCorrelation
FMO1	0.0359756487189381
LYPLA2	0.020335224389504
MRC2	NA
TSPAN9	0.0274273280647705
APBA3	-0.0185456892678756
ABHD5	-0.0338874567084159
AKAP8L	NA
UTP18	-0.0226808135727713
TTC19	0.0939036227657862
LARS2	0.182075798539034
PIK3C2A	0.0828510701552343
ANLN	0.0378692510430566
WIZ	-0.0103134714878185
DCN	NA
QPCTL	-0.0900800860217998
PPP5C	0.00612357759582425
CEP68	0.0374314389114707
ZBTB32	0.0899531576102314
ERCC1	-0.0166007023337238
CD22	0.101706030387524
EXTL3	0.0266101541922241
ELOVL5	0.0217404098945985
ALOX5	0.204995943384928
CALCOCO1	0.00833738685855837
MAP4K5	0.0556956109122937
PSMC4	0.0332381352973409
MAN2B2	0.191905909221155
CLDN11	-0.000147849659745932
SLC25A39	0.00318464871214866
NUB1	0.056858739132223
CLK1	NA
RNF14	-0.0159336947373316
DDX11	0.306940964722721
GPRC5A	0.0131996302811196
CD6	0.0348289025089144
TACC3	0.0258249032779324
POLA2	-0.0224088295486794
ZC3H3	-0.0252004093240482
CAPN1	0.0880611904943228
ACPP	0.0756856386488076
MDH1	-0.0690081115735109
SLC30A9	0.0211091678702565
MTMR11	0.0741268473994486
CCDC88C	-0.095664305102335
YAF2	0.037449028305799
BID	0.00800384118239629
NPC1L1	-0.0649572834443873
RGPD5	0.0768683581187322
NUDCD3	0.0541113148535273
CLCA4	0.036395255140249
ATP2C1	-0.0233411559010292
SRCIN1	0.0748141032457949
WWTR1	0.0702320195710465
ZNF582	-0.098293618273974
VSIG2	-0.0382164466531002
MARCO	0.0363717606684655
SYT13	-0.0226484366356763
SNAI2	NA
CD74	NA
GPR124	0.00568252294149032
MNAT1	0.0250301074405712
RUNX3	-0.0464300681725128
MRE11A	0.163488321661028
PLEKHB1	NA
SLC7A9	0.191798769423441
SPAST	0.0108135119079171
OSBPL5	0.149966658877799
AQR	0.0843727573176259
CPS1	0.0189283586224854
GABRA1	-0.0659715985212605
NLRP2	0.172041167594127
SLC45A4	0.0461259139775651
RNF10	0.0496289192890934
ZNF839	0.00863234915482198
RNH1	-0.086630182837597
ERP44	-0.015963769223969
BIRC3	0.0462766895759478
AKAP11	-0.0325814835170376
GLRX2	0.0624060027726894
SNAPC1	0.10539751705596
STRAP	-0.00458885976238386
ABCC2	-0.0480288771239867
DEF6	-0.0753343355304847
PLEKHO1	NA
RRAGD	-0.0362721803266214
HSF2	0.00319035983257014
PHF20	-0.00700791569076983
HSD17B6	0.0364595635240033
NR1H3	0.00504452816300444
TYMP	0.0767078276322797
SEC63	-0.017145285255031
VIM	0.0487618931020018
FAS	-0.0500268616623445
AGPAT4	-0.0893884931510655
BTN3A1	0.100528237322528
MIPEP	0.0554022152662612
B4GALT7	0.0331451360664073
SH2D2A	NA
VRK2	0.0323412149765546
TNFRSF1B	0.0519061659267995
VEZT	0.0561264971739115
POU2F2	0.0320632025023432
BRD9	0.119399158747806
SNX1	0.026489258002627
TFB1M	0.126962773748022
BAK1	0.223541638581886
MUSK	-0.10458581851163
GRN	-0.0860488518237701
CENPQ	0.191901471458794
ARID4A	0.0422256028791649
IFT88	0.130221662536676
ZCCHC8	-0.0261541436882681
ABCF2	0.0811180248029312
FUT8	-0.0192533091311242
UBA6	0.101761551150857
PIAS1	0.0389134827577967
SLC4A7	0.0425354542885898
EFCAB1	0.0437321618004119
ASTE1	-0.00190101139503213
RNF19A	0.0428809959054984
PEX3	0.0287622974680018
MYOC	0.0538765311200289
FAM136A	-0.054215475200664
VCL	NA
ADSS	-0.0253785182551052
STAP1	0.0708199956940868
TIMP2	-0.00831840135808732
MYOM2	-0.0145492744989521
CYP46A1	0.0278462045961756
USP2	0.0346274897887053
TUBG2	-0.0149071917986989
FLT4	-0.00803368155754816
NSUN2	0.0143754502735174
FBXO42	0.0707867915575526
MFAP3	0.125977184825764
MRI1	0.28577625873452
METTL1	-0.0881114445547784
HOXC8	-0.0112445482832214
AGA	0.310654402091273
PI4K2B	-0.0400595518472489
TLL1	-0.0058665793481358
MSR1	0.0613544647751693
DNAH5	0.0841665672827732
C6	NA
PNKP	-0.0388816321481113
BEST2	-0.0622809609666714
PHLPP2	0.100671472487044
STAU2	0.00650092820731434
PQLC2	-0.00502563310545137
CTNS	0.125732386495495
INPP4A	0.0136741041667363
RAB27B	-0.0555508160297505
LSG1	-0.000203222592965964
TNC	0.00340163034369468
THAP3	-0.00741333491025408
TDP1	-0.012790338718856
SPATA7	0.0211254934470002
CAPG	-0.0372023334635987
AP2S1	0.0257716473386377
ZPBP	0.00426651931739784
TG	0.0885851362095296
PHF15	0.0030385202557253
TRIT1	0.148961563405108
ADRB1	-0.00975064573471705
CUL7	0.0885785621488507
CTNNA1	0.0236381913350997
CNTLN	0.123601694806547
EPHA3	-0.019396803768335
HSPA5	0.0883154421710639
PREX2	-0.0512372098581273
WDR37	0.00662424531240816
CP	0.0044935299354729
ANO2	0.0222835986963295
MAP4	-0.0471059203909442
GOPC	-0.0276005120049537
USP28	-0.0144211849842179
TSPAN17	NA
NOP16	-0.0497662202283931
CC2D2A	0.0597812285494261
RRM2B	0.0686563205362906
LMO3	NA
MRPS10	0.0745409994799806
RSF1	0.0449288944528271
VPS13D	-0.0705812293599223
CELF2	-0.00897539020455144
COL9A2	0.0592569405353034
ERCC8	0.0903430070391201
VAMP3	NA
UTS2	0.599296255653268
TNFRSF9	-0.00401638479448088
LTBP1	0.11753344592066
RCN1	0.0812275536708426
RFC2	0.0102553541830008
CLPTM1L	-0.0857494671168235
PTCD2	0.0904144351215058
JKAMP	0.0503407943246854
DKK3	0.0465634537846306
ARHGEF5	0.181434350856908
LIMA1	-0.0252889697019151
LETMD1	0.0366301600133638
BCAR1	0.0188622801285079
HERPUD1	0.00563963537672041
RAD51	-0.0638679049971294
CYBA	0.0302384961886665
RRP12	0.20715234345567
TTC17	-0.0263858816832478
FSTL4	0.0254825873234209
AKR7A2	-0.0402616233520963
NNAT	0.0750718437381908
USE1	0.0216621227136351
ANAPC4	0.0381247422467654
LY75	0.119093843912029
OPN3	0.0440938758122479
SDCCAG8	0.0905394598641309
TBC1D22A	0.104556376596868
SYNE2	0.0192294541255478
ATP9A	-0.015079314512931
FAM168A	0.118737419039619
RELT	0.0609809481818965
GALC	0.150859745390027
KCNH2	0.0913711784380937
CYFIP2	0.0670387869277108
CCDC85A	-0.0141986928282446
MRPL43	0.0460898917547602
PHF21B	0.0296470595156819
TRAF1	-0.0222345336357767
RC3H2	0.0134894320445988
PCGF2	0.0585030883308645
IL17RB	-0.0977669206364215
DCBLD2	0.0579379243144706
MSH4	0.155343017743512
GDI2	0.163840394730881
USP13	-0.0770663423467492
ATP11B	0.0307536358849838
LAMC2	-0.0515535907313633
CDK14	0.00468576452240769
SEC61A1	0.0842653750266234
CAMK2B	0.0138829780637388
CROCC	0.0732127355794775
POLR3E	0.0656323521091843
ATP2B4	-0.0170554194110932
RIOK2	0.137273734817856
YIPF1	-0.0774297531402328
FLYWCH1	0.101496714126545
CDK17	-0.0368447671975007
DNAJC25	-0.00518331632820925
SLC2A3	0.00166258024897397
PSD	-0.0149438561012717
CCAR1	0.0853933774843392
OGFR	0.0173727177630493
CREB3L3	0.000739563559378318
PIGV	0.146387781577502
PTPRU	-0.0478525419268628
SNRNP40	-0.0219354871564395
COL11A1	-0.0157403810434772
QSER1	0.0143291899258667
NCKAP1	-0.0110013463051607
GUCY1B3	0.0296605458267173
TNK2	0.0126937115751793
GPBP1	-0.0286543858547292
DGAT2	0.0303641002140625
CS	0.0795983271187452
APPBP2	-0.00234988450319733
POLD1	0.0359357474167864
EIF4B	0.125370788227548
SLC6A16	0.00782641934108387
ISOC2	-0.0115485735507769
GSC2	NA
HAGH	0.0974295044036345
RNF4	0.109697896162797
CASP8	0.0243969836128492
WISP2	-0.0542388403373278
DMRT3	0.033250085619251
ATP2C2	-0.0646354755156563
NGFR	-0.0307231928612786
TAF2	0.0570452342695446
HIPK2	-0.0152772299436384
TNPO3	-0.106994486739062
RFXANK	0.0374125929312035
LPAR2	-0.0618076072699263
SLC12A2	-0.079111624931839
SNX24	0.0645508302640913
SNCAIP	0.0403156346623418
BTBD1	0.0175504906315621
FAR2	0.0488201215191985
SBNO2	0.0502814574383241
PMS1	0.0153245569348976
TAF11	-0.0774630181114351
AP3D1	0.0846334367853855
UHRF1BP1	0.186798860361129
IPO5	0.0420167535292454
OAT	-0.0176026074576234
WDR3	NA
PKN2	0.0907359045268266
WDR18	0.151215973550497
TRAM2	-0.0100750426757076
GLP2R	-0.0426635641902887
MCM10	-0.0247933905844835
ROPN1	0.0120633188514214
ANKRD44	0.0655804830404356
ADAT1	0.114598565555229
NDUFB4	NA
SPEN	0.0145047581756217
MYLK	0.0254406560331228
MAP2K4	0.0465897615019095
SNAP91	0.0615309223756325
SLK	0.0841202531779205
GSTO2	0.1033452082807
SEC61A2	0.087537090499011
ASB1	-0.00670650420806485
FAM107B	-0.109674993222885
ME1	-0.0386222008044082
PDE4A	0.0825827715161212
PPP2R5A	-0.0492329148912091
CTNNA2	0.0567586856529333
ELAVL1	-0.044792115440398
TIE1	-0.00667685244888213
SMARCD1	0.00453457962265285
KDM4A	-0.0449556358302381
ZMYND12	0.176020311045719
SLC9A3	0.0322378002916734
NGEF	-0.0236845048342073
CD84	-0.0128747814972067
ELOVL1	0.00278413415807345
ZNRD1	0.0592114027980778
ATXN3	-0.0267071688187613
LRRC40	0.082111543079503
THUMPD1	0.0597953736841878
KIF26A	-0.0535117930450546
ARFGEF1	-0.0473017101121392
MTFR1	0.00495491313460931
STAG3	0.0267228247343688
MYO9A	0.0853141035655691
PFKP	NA
KLF6	0.0671148948138717
TRAM1	0.0507019843680586
TNFRSF1A	0.00890302513921153
EVI5	0.123345191303944
STOML1	0.0679710464506156
DHX29	0.0796071861905634
DNTTIP2	-0.0732357319409383
TP53BP1	-0.0282995875981424
RRP15	0.186975876811856
NAV3	0.0240136068122674
RASSF1	-0.0715840202557891
FGFR3	-0.0302852006632739
IFI35	0.0278793321250292
HEATR6	0.0426267368129765
COASY	0.00366301775427371
MEF2A	-0.0491223361310545
INPP5A	NA
PRR11	-0.0656365216223072
REEP1	0.0344214743269927
POLR1A	0.165325415390993
TTC7A	-0.0512982642453499
IP6K2	0.0451908698112704
KIF2A	-0.0337152114505376
SIRT2	NA
ERLEC1	0.0304036352885718
GPR116	0.0267087739109142
SDK2	0.0515828574165573
ADAM7	0.0130073118740984
NUCKS1	0.0634315827495036
DNAJA2	0.00429040700706759
ABCC9	NA
CLEC2D	0.0598519499031932
TGFBR3	0.0283081139232796
PLA2G10	-0.0331105700031789
HES2	0.288580568122046
ATP1B3	0.0602931723916559
PIGB	-0.0941468508007529
MAPK6	-0.00254613385161921
GNB5	0.123209782207259
RAB27A	-0.0426447287444073
CECR5	-0.042441064988462
UFD1L	-0.00735002906594018
GUCY2C	-0.0184109343849008
SCT	0.0209170792937768
IKBKAP	0.0624558052841909
NUCB2	0.00533484884417719
PFN2	-0.0343450367471179
SPTB	0.0748440689315525
DAPP1	-0.00211919127145468
CLTCL1	0.211254082082817
FGF22	0.0110937104079145
DGCR2	0.0154899638703357
ZXDC	0.0348177030143391
ST6GALNAC1	NA
WIPI1	0.0103044756796243
FRMPD1	0.0193520864855787
GBA2	-0.0364790119071086
NDST1	0.0157396993387298
ASNS	0.0220079483476542
AP3M2	0.00854897728348508
CNGB1	0.0247543508639269
ST6GALNAC2	-0.0145651836205111
CHAT	NA
CSNK2A2	-0.00648899133622459
CAMK2A	-0.0193099821819848
OSBPL3	0.0958113082132759
SLC12A3	-0.0437197723758282
TRPM5	0.00634435931273639
NCK2	-0.0302073527481297
MGAT4A	0.0538107180435682
SNX13	0.017916069620506
RPS6KA2	-0.0358989011008392
VASH1	0.0456537719582895
LMCD1	-0.0245108096252894
WBSCR22	-0.023283136074259
SEL1L	0.0306221256736696
TRIP13	-0.00769932500331274
TCF3	-0.0751931601810861
TRIB2	0.0151015826330927
DAZAP1	-0.0334975115877475
CPSF1	0.155860636493985
MYO3B	-0.0650655947808203
CYBRD1	0.0872390280004744
CDH19	-0.0104182498991064
PDCD2	0.0210074546028081
SLC6A15	0.0307111515996519
RDH11	-0.0747016735967671
LPHN1	-0.0474673603815934
EPN2	-0.0232734773833853
PTPN18	0.123648062454996
LIMS2	0.0718804514519316
SPEG	-0.0455459821314361
ALDH3A2	0.0571779743127443
TFRC	-0.00473454566429829
SREBF1	-0.0229554724714255
UBE2D1	NA
MARK2	-0.0525642318207818
HMMR	0.0503251651495469
CHFR	-0.0913559631727966
P4HA2	0.0249010398194045
TRNT1	0.146597372992236
FBXW11	-0.00935667472554028
ACAP1	0.0198100066478763
CRMP1	-0.0725848793967124
EVC	-0.00716640307550865
DERL2	0.0100263241350989
NDE1	NA
AP1M1	-0.0074673644376756
PVR	0.0334540056884355
XRCC1	-0.0369115039813625
SCARB1	0.0546830844622635
CYP2W1	0.0311227427644842
MOV10L1	0.0069509384080752
PANX2	0.0135577472299451
ALPK1	0.0858121560643544
LLGL2	0.0113461095917785
PDE8A	0.00788905416815995
SMARCE1	0.0993499219678313
KDM5A	NA
ADAM11	-0.0419608691168284
PPP2R3A	NA
FERMT2	0.0113583087855704
IGF2BP2	-0.0504288880759651
MAP3K13	-0.0520005183452634
TBX21	0.0197712102225094
NSF	-0.0197206129357058
GLI2	-0.0245261068801422
NOTCH3	-0.014493084612055
SNCB	-0.0299665694032857
MGLL	-0.0524114394632915
NTN4	-0.0197541883077718
BCS1L	-0.0225394798627926
ZNF532	NA
SCARF1	-0.0241745630829292
SLC12A1	-0.0546005472508674
C19orf10	0.0561831888195065
TUBE1	0.00755122389919146
ARHGEF10L	0.0243239601149916
TXK	-0.0142744657305321
KCNQ2	-0.0198089546032831
ACTR6	0.0225499309861711
TIPIN	0.114401331032102
NUP37	-0.00474601329376416
GTSE1	0.0523286482373673
TTC38	0.324322381647035
ACAT1	0.0284191332320117
ZNF638	0.0291068604118623
SLC25A40	0.0306674169731607
RASAL2	-0.032767509685675
ZNF37A	-0.0664510179377624
MARK3	0.0647235959920178
SLC25A3	0.104257658741967
MOCOS	0.0126710295881318
PLD1	0.0621911499627628
BCAP29	-0.00459643615081973
SEC31B	0.21067472259395
ARHGAP15	0.00534478479928529
PAX2	-0.0285659068331191
EXOSC7	NA
MKRN2	0.125850185359368
RBM7	-0.0598657429544283
RBMS2	0.0588359024640746
BAZ2A	NA
PTPN23	0.104257492039779
UNG	-0.10451896423635
FMO4	0.122876644451473
KLHL20	0.0644207259853087
RGS11	0.0200756353071858
PLXNA2	-0.0748923679175114
ANKRD13A	0.0577394314749708
TPD52	0.0417807815175881
ACACB	0.0425889784518633
PAG1	-0.0247120685764996
GPATCH1	-0.0269325229586596
ICAM3	0.0176841058371332
NT5C2	0.00256283688799318
MCAM	0.0102652121576939
XAB2	0.0637740131562795
STXBP2	0.0571816986018155
MAP2K7	0.0497725270487561
DGKD	0.0878786367638175
TM9SF3	0.0145472817058727
UBE2T	0.0427248340172099
PPP1R12B	NA
GTF3C1	-0.00823592821774805
IL4R	0.0273170892525555
USP33	-0.01918155494172
EXOSC5	0.0450602225674384
DYNC1I2	0.0402152038726569
APBB1IP	0.0887785466730018
LRCH4	-0.0319647698022741
POLD3	0.127809544557214
CAPZB	-0.00594366664084625
GPR137B	-0.0187928572394889
NAALAD2	0.0306456481291409
FGFR1	NA
FKBP6	0.0552858637512686
CST7	-0.00775963664402238
MAP2	-0.00189030913759413
PIAS2	-0.0294197249274749
AMPH	-0.040813374877846
MCCC1	-0.00260516892453719
ACER3	-0.0598121305259974
UBE2K	0.0257744924066381
N4BP2	0.0843282382873828
SYNJ2	-0.0250438187006608
PPP2R5C	NA
ZCWPW1	0.0419697983639147
FGF20	0.0628726194793241
NRD1	-0.0557456311480845
PCM1	0.0584278412420313
CBFA2T2	0.0064301317107651
ITCH	0.041232374675748
MYH7B	-0.109400848199849
TP73	0.00359247845164776
CLUL1	0.00902615825950916
RUNX1T1	-0.0260237347209337
FKBP7	0.0900104321877823
SLC1A3	-0.0660087836906552
LXN	-0.0612400332479362
MKNK1	NA
TNS1	-0.0486623992697515
REXO1	0.0205557287729557
SAR1A	0.105580486583902
CDC14A	0.00829929209482289
RAPGEF3	0.0897832725356918
FDFT1	0.000453336897081252
KIF22	0.0560225470467543
SCGN	-0.0228011761737488
LRRC16A	0.0362281327841717
DDX1	0.219142257674477
DNM2	-0.042215647552134
EPB41L2	-0.0204231324918035
RABL2B	-0.0520925089344254
KEAP1	0.0653260982292822
DDX43	0.0137182795761785
DCT	-0.0311897113847556
SCTR	-0.0676494157025912
RFX3	0.0264389767970371
RIF1	0.0366583204174863
SMARCA2	-0.00408891067300917
CPB2	0.0395970546383618
CHRNA3	-0.0464038125250767
KCNN2	-0.0140852418663497
PSEN1	NA
CPOX	0.0212254403493204
DLGAP4	-0.0555374249820901
IGSF9B	-0.0025315057058294
NDC80	-0.0437593324190261
CXCL2	-0.00452981303295218
COL4A4	-0.00406564795401547
OSTM1	NA
CDH7	0.065491811066849
PCNP	0.00405767421536892
EXD2	0.0718141440450916
MEF2C	-0.0700001554698946
PKP1	-0.0603303437271463
UBA5	0.0219958656035072
CDC14B	-0.0837937212005227
ZNF510	-0.0500695691543244
LRP2	NA
ZNF506	0.124007194854442
JMJD4	0.0501831650955766
DUSP12	-0.00575337467668801
AACS	0.0232775860915724
CADPS2	NA
PCDHB4	0.00580845877091619
PCDHA6	-0.00477136927874201
PCDHGA2	NA
HSPB11	0.0902806270566749
PHLPP1	0.0149327121341557
SMARCD3	0.0048747526474441
BZW1	-0.000808822253820697
CCNT2	-0.0189118295596427
FAM135A	-0.121188545028105
KCNK2	-0.0113346681639348
TRAF5	0.0239412192755018
GEMIN5	-0.0292630810650224
OPRK1	-0.0313140577006065
GSK3B	NA
ITGB5	-0.0462722460481029
ERC1	-0.00303750128872485
TRPM3	-0.0738910049141276
PALB2	NA
DOPEY1	0.082896296483832
ZCCHC6	0.00760185664656523
PLOD1	-0.0382673044020856
DIS3	-0.00807407221217413
PIBF1	0.076416541534873
TDRD3	0.0260372686973825
SLC27A5	0.0819780961039658
ZNF671	0.0742276472059019
ZNF586	0.0283271754481045
ZNF264	0.0413554610418485
RPS5	-0.0138973732766498
FAT1	-0.079138391274856
CHMP2B	0.03581595440306
PPIE	0.0696134613947796
ZMPSTE24	0.0162742610405854
GSTP1	0.00989031057271104
APLP2	0.0862351046336479
SLCO1A2	-0.0597742514553274
COL16A1	0.0976264291056888
TXLNA	-0.0313112217510043
APOB	0.0488993581217179
NCOA1	0.0504441406215091
RAB10	-0.00485405035426848
HADHA	0.0033040050272726
MAPRE3	0.118736339974068
CAD	-0.0519035783259596
CD59	0.0692784848364545
TAF9	-0.0520560412679752
PREP	-0.00860550677872198
SEH1L	0.0728644005476145
OVGP1	0.0467735022794488
PILRA	0.0157297464647297
IGSF9	-0.03201444255206
CPNE3	-0.04371474001334
CTTN	0.00221177277192508
WNT11	-0.00832348198448832
MTIF2	-0.0162438369314535
DDHD2	-0.0129754175267576
EPS15	-0.0248017478354546
CHERP	-0.0369458965136509
ATG16L1	0.108952634765724
USP40	0.0617900661302563
RAD54L	-0.00737350238562089
DNAJA1	-0.105877446001792
IPO11	0.0300524238885418
FOLH1	-0.0502523808683095
EPDR1	0.00239081736838901
SNX10	0.0595755647505256
SEPHS1	-0.0772410053383695
HBQ1	0.0114671642780265
ITPKC	0.05083791112802
RBM22	0.0179391403567474
TMED2	0.0452481166297436
ERO1LB	0.0408437166284074
LAT2	0.0205247515357493
ZW10	0.0208098498322163
ALG9	0.0841812928590324
MYBPC2	-0.0396589639926752
ACOX3	0.0666391508207488
MTMR2	0.044129073769626
PPP1R15A	0.0287362296072063
HSD17B14	0.092763571097141
ACHE	-0.0308713941088306
SRRT	0.0399854506227277
ADAMTS2	-0.0412722746543211
PSMC5	0.0502014671336098
UIMC1	-0.0467445434238337
CETP	0.0162751956687512
MMP2	0.00502086141313313
MT3	-0.0346129760883771
GNAO1	0.0245572838576041
SH3BP2	-0.0321734438591359
TXNDC16	0.0353517990842335
NID2	0.107330941112482
SF3B2	-0.0081267380110413
GNAS	0.017173465601095
DNM1L	-0.0204433268596519
PTHLH	-0.0544309433821226
PHACTR3	-0.023246435112799
AURKA	-0.0440401893276444
METTL2A	NA
ALG6	0.0156020100388743
CNOT3	0.0525834146048486
GP6	NA
PTPN4	-0.00875983724118561
DDX18	-0.00238326733574502
ASAP3	0.179069426792314
EDEM2	0.0630008621409904
DNMT3B	-0.0881869094617901
REM1	-0.0452882955309541
EPB41L1	NA
DOCK3	0.0203553173798993
C3orf18	0.0269197760318245
COQ9	0.0291167490802769
TMEM40	0.0178384541616345
KIF9	0.0441845257159355
PPP1R13B	-0.168761865504864
SIGLEC1	-0.027651818919315
NSFL1C	-0.0858390669672064
C20orf194	-0.0264643631652836
CPXM1	0.0141318273456326
TESC	0.0760980286955718
SNX5	0.0810310326731268
SIRPG	-0.041066168146671
P2RX7	-0.0634595896184917
RBBP9	0.0819692848964835
SLC23A2	0.0818837400897279
KDM2B	-0.0098616028582435
LHX5	0.0084160922425157
GCN1L1	0.00821480591548994
RPLP0	0.00668143881330395
PXN	-0.0123877264079939
SIRT4	0.143366519075255
KIF16B	0.0891273196416547
CHGB	0.00759196223270036
PEBP1	-0.0592271923059773
TBX5	0.0659772710825876
FXYD5	-0.00549368446852531
ZNF302	0.0953002187415459
GRAMD1A	-0.072349447545072
KCNH4	-0.0177964883639867
LAG3	0.0760814606566529
MLF2	-0.0536380269690067
DDX24	-0.00572941192070886
ZBTB25	0.077891264176207
NECAP1	-0.043859912186604
ANKRD24	0.0467682756258166
DHX32	0.0119623592635235
BLVRB	0.0386679905330688
SLC9A1	-0.0177267900055329
SPTLC1	0.000485697103908597
PAPOLA	0.085649179299336
CCNK	0.0749331131408584
RGS1	-0.0791346117956415
YPEL3	-0.00838285231509712
MRPS33	0.0489439233234615
NDUFB2	NA
MAEA	-0.091916621455864
STRN4	0.0918900216404426
LYZ	0.0475839558354729
MUL1	0.298875488644961
PDCD7	0.0199126645283687
SPG21	0.117647815712382
RAB11FIP3	0.0734123293269119
GNPTG	0.0206671078088377
GOLGA3	-0.0403711710428777
PABPC4	0.0868669085296796
MCOLN1	-0.0512697791315553
USP48	-0.00211297129245238
AARS	-0.0556976369903321
TNRC6A	0.0160343949571113
PLEKHG2	-0.022502722801439
NAT14	0.0248534337730324
PITPNM2	0.0406673548901231
EXOC1	0.102173291283896
OSBPL8	-0.040287333603205
NLRC4	0.0322114429900787
NRCAM	0.00275984498878048
LAMB1	0.00802918610960095
DLD	-0.071499478140886
TXNL1	-0.0303334239227167
IL5RA	-0.0366791284213046
ITGA6	0.0491386287557673
FH	0.0324021064283245
SEL1L3	0.00617998791774505
TF	0.0405562218110481
MYO15A	0.0765971490532901
ALKBH5	-0.0081978819411515
APOH	0.0386301631847948
NLRP1	-0.00250867576164302
SPAG7	0.179483025184026
SLC17A6	0.0780573878796071
ZC3HC1	0.0631799043416199
ANGPT2	0.0392405488582776
TMEM101	0.0533578832618361
CD200	-0.0460082937631349
CCDC80	0.0310445047709913
CMA1	0.0475280121674591
PSME1	-0.00716145403801526
PPP2R3C	-0.0307215730007699
HAUS4	0.245213256362953
JPH4	-0.0905264876981078
MYH7	0.0244346960429879
SLC7A8	-0.0989533963667154
OSGEP	-0.0477249513388614
SLC22A17	0.028181263995534
SCFD1	0.0132696927031263
RPGRIP1	0.184078724299004
SUPT16H	-0.054269592205472
TGM1	0.0186410203811288
WDR76	-0.0061946509549827
CAPN3	-0.0461096997905146
SNAP23	-0.0474169539300434
EZR	-0.0653355627739211
DPYSL2	-0.000423064675146389
CECR1	0.0387865762176937
ECHDC1	0.014755420142689
SEC22C	-0.0228744400011471
OR1I1	0.0389511546400377
GABRP	0.0509819369528558
AAAS	-0.0724785318556279
CBX5	NA
FMO2	0.112911917687417
MSH2	0.0429995580106016
HOOK2	0.00156688659701127
EPB41L4B	-0.115283181948474
