gene	PearsonCorrelation	Pearson_pvalue	SpearmanCorrelation	Spearman_pvalue	P_adjustedPvalue	S_adjustedPvalue
MSH4	0.155343017743512	0.00140557500264427	0.160162085312936	0.000988246627920775	0.0273068342651307	0.0153288402796274
GDI2	0.163840394730881	0.000750249572455619	0.144937976586623	0.00290867728816833	0.016069243105513	0.037294455174392
UHRF1BP1	0.186798860361264	0.000117744397705177	0.174386152172874	0.00033622076818805	0.00362258736441571	0.00621090422214089
WDR18	0.151215973550516	0.00188576126684481	0.152968797199207	0.00168374087939154	0.0347569098763215	0.0239018655894953
ZMYND12	0.176020311045719	0.000289035597666354	0.1489477210818	0.00220959024893481	0.00751777786430217	0.0299164898943965
SLC9A3	0.0322378002917011	0.509972458978327	0.210124533278195	1.41187067332073e-05	0.8562779396294	0.000375880855688452
RRP15	0.186975876811856	0.000115970982804026	0.197235845608322	4.69856718449917e-05	0.00358196312902903	0.00107998752115799
CLTCL1	0.211254082082817	1.26607629034048e-05	0.233038912487069	1.37718394387541e-06	0.000513377703985752	4.77604975623812e-05
CPSF1	0.155860636493939	0.00135402334810886	0.144650641848472	0.00298994376402158	0.0265006500334078	0.037951707155074
P4HA2	0.0249010398194045	0.610838106316411	0.160855676112287	0.000938628515088478	0.898919952846429	0.0146674617960565
SEC31B	0.21067472259395	1.33896889620289e-05	0.209257278491783	1.53449374570213e-05	0.000534708437488698	0.000404441401575559
APBB1IP	0.0887785466730018	0.0691273112339226	0.148716768916843	0.0022452619700067	0.396366678699511	0.0303474981142615
FKBP7	0.0900104321877728	0.0653421975283626	0.14354499824481	0.0031951373491436	0.382995371280032	0.0400379572419626
SCGN	-0.0228011761737503	0.641249140100909	-0.163254908936198	0.000784187952809275	0.907746002853868	0.0125264124098241
DDX1	0.219142257674477	5.81765874363427e-06	0.209769388126133	1.46091504611631e-05	0.000251367364403913	0.000387632727169183
DDX43	0.0137182795762578	0.779234781301469	0.144930423029939	0.00291016552960666	0.943143994876266	0.037294455174392
MAPRE3	0.118736339974067	0.014902598631648	0.159257914864701	0.00105656367726455	0.156695275771863	0.0162534027162079
PPP1R13B	-0.168761865504864	0.000514244141119162	-0.157561955728612	0.00121129593520648	0.0119058095282507	0.0181053250655531
RBBP9	0.0819692848964865	0.0934079911081171	0.140701242346305	0.0038608842502897	0.45874346937384	0.0464311923909269
LYZ	0.0475839558354729	0.330639913426962	0.183476639503974	0.000156142037309058	0.760552347411659	0.0032067924389681
MUL1	0.29887548864497	4.0966585679314e-10	0.283402691895724	3.37230444117661e-09	3.63958194344197e-08	1.85172300113774e-07
SPG21	0.117647815712382	0.0158539814148808	0.218801046672262	6.02027467983007e-06	0.162194276868452	0.000175654287429581
SPAG7	0.179483025184026	0.000217807792747493	0.140684399808558	0.00386517608378054	0.00595919106316411	0.0464311923909269
HAUS4	0.245213256362953	3.6130578262572e-07	0.263210918753184	4.91966897712375e-08	2.07017740813157e-05	2.31546563107842e-06
RPGRIP1	0.184078724299004	0.000148409611650635	0.155741603532477	0.00136572201285377	0.00441155939594576	0.0200348125336452
FMO2	0.112911917687417	0.020639465059606	0.241173924834029	5.67720108008037e-07	0.194050238081218	2.24448144700977e-05
CWF19L1	0.170398350957684	0.000452502326321991	0.222652379791593	4.31814560189822e-06	0.0107123829168502	0.000131321451054651
TPSD1	0.131112962134071	0.00713167454863672	0.31552887487433	3.66740284644442e-11	0.0939835844267843	2.45747070396916e-09
FAM21A	0.346569690451998	2.68896016564213e-13	0.367179453041095	7.49871643616237e-15	3.73010667188286e-11	7.23077449521169e-13
SERPIND1	0.0512553941328729	0.294647172621132	0.283930776754314	3.14475637073136e-09	0.733060293517778	1.73885235128481e-07
GSTT2	0.494799429426721	0	0.626021203553956	0	0	0
SUSD2	0.270605033260492	1.7537046925753e-08	0.313113534009344	6.67351076213967e-11	1.27215990864155e-06	4.36094624762301e-09
CRYBB3	0.173010646485362	0.000368050229031969	0.239634123418346	6.7304380302221e-07	0.00912279987760431	2.58337735461001e-05
CYP2D6	0.134204100874722	0.00587566852274346	0.224759952136265	3.28515296033753e-06	0.0811181419711772	0.000103488862380035
ARSA	0.14450675782883	0.00299475530561955	0.180415826782303	0.000206280635883191	0.0493323545865286	0.00408787215019648
TTLL12	0.0173097752252454	0.723553158263764	0.146172279328287	0.00267458234107238	0.930667773420692	0.0349552439187757
RPL3	0.111816432424945	0.0219104251231941	0.142640588341528	0.00342041004145884	0.20168304010372	0.0422749815203338
MTMR3	0.135590019068736	0.00538004698127126	0.167426625815021	0.000570322951405135	0.0762256797772169	0.00957440249842973
APOL4	0.0754059062973883	0.122842172347335	0.233700787914503	1.28290759427319e-06	0.523523718266636	4.51134781566752e-05
SAMM50	0.15274485018412	0.00169265218384673	0.145358128852366	0.00285057059884318	0.0317768327637132	0.0368770153313345
FAM118A	0.398531838781006	0	0.308964660473456	1.21360300594148e-10	0	7.61584045077722e-09
MTHFD1	0.135965475065195	0.00525241918292352	0.198842936392275	4.06111068097121e-05	0.0746958246031947	0.000952854663336479
CD40	0.0969453567295292	0.0470837080171431	0.142344020414758	0.00348848024656981	0.31820728321566	0.042834814497748
SIRPB1	0.265394010813536	3.35007963592204e-08	0.330348487560263	5.01053563601516e-12	2.34416634347218e-06	3.77317193085446e-10
BPI	0.0639290120910645	0.191013048030825	0.219890856722609	5.39567431024869e-06	0.630308046258465	0.000160994704796741
DHX35	0.13139986141559	0.0070057366635532	0.157796877009016	0.0011762150001295	0.0927878723596568	0.0176476888159847
POLI	0.116569230979704	0.0168487553572167	0.154276729541288	0.00151749902997639	0.169064858641514	0.0219759429121307
MGRN1	0.149207966303081	0.00217001474911704	0.166965313214442	0.000600512715649216	0.0382144913613997	0.00999632430029127
AP3B2	0.0840705512189304	0.0852787079232185	0.164888270701366	0.00069287931378509	0.43832322114981	0.0112266326518416
RPAP1	0.130280242719712	0.0075087537664793	0.139872658688192	0.00407721556120775	0.0978426636194703	0.0484062213850896
SNX16	0.225684369808819	2.98604856574514e-06	0.25562389809466	1.20503105584931e-07	0.000140539797674683	5.41487457320953e-06
KLHDC4	0.220413129617648	5.11873759867498e-06	0.205889408184206	2.20148426183401e-05	0.00022485476773735	0.000547394215670487
DKKL1	0.2506981000981	1.93126275416233e-07	0.283956667796307	3.13399190961703e-09	1.19300739040325e-05	1.73885235128481e-07
C19orf44	0.102762945877103	0.0352640130727728	0.142657228037291	0.00339082997695415	0.266359497862788	0.0420239696360133
ZNF419	0.171422006231359	0.000417463501505733	0.185850717774236	0.000127685055314193	0.0100636704463592	0.002706717781151
CEACAM4	0.136149407931656	0.00519089545570717	0.161533890602133	0.00089234348115511	0.0740873833362393	0.0139718017930563
ETHE1	0.141981803054639	0.00354692965706116	0.17823647960143	0.000241307458026401	0.0558676748971765	0.00465370261125549
GTPBP10	0.140787944424154	0.00383885891925173	0.156803582105606	0.00126455417369951	0.0598695413698687	0.0187595306781277
CPVL	0.0961069863643766	0.0490340560612492	0.191027650031407	8.16270755746601e-05	0.326632081951388	0.00179284801824677
CRHR2	0.23513047663626	1.09992268582104e-06	0.271829017456468	1.50334791399028e-08	5.6843716841745e-05	7.34569055741587e-07
ELAVL2	0.0462744185078106	0.344136393435646	0.168883523189725	0.000509397841839265	0.767851515652905	0.00866195426972704
TRDMT1	0.110923887530355	0.02299556553921	0.157812006376537	0.00117491451286435	0.20737682049583	0.0176476888159847
RBP3	0.00706219010650991	0.885261771956306	0.1401851785336	0.00399436560110631	0.972378027398544	0.0474939079818761
CHRNE	0.553399169726681	0	0.39497949428745	3.92389363208968e-17	0	4.92479792840208e-15
FTSJ3	0.157609173838689	0.00119246015052843	0.21926638851143	5.74557447138037e-06	0.0240530163526232	0.000169515885616435
C17orf75	0.22505641819509	3.18624093686992e-06	0.218283017383479	6.34079929674372e-06	0.000148197688751944	0.000182980657077929
SGCA	0.0554028626419349	0.257253202266204	0.232264031101735	1.49599816519459e-06	0.701913422770715	5.12071752908815e-05
RCVRN	0.307396591999518	1.21454624135708e-10	0.361857062002457	1.93770381955929e-14	1.15703820848319e-08	1.74107092059719e-12
GNRHR	0.257520512026643	8.67913452218261e-08	0.218866181464558	5.98108425763436e-06	5.57934281844698e-06	0.000175157160093018
TBC1D19	0.135364022522964	0.00545820800339492	0.144644209586987	0.00296706961341435	0.0767936844890455	0.0378155774462732
DDX25	-0.0123042419722791	0.801489460777071	0.270409834158825	1.79719142670549e-08	0.949764038552014	8.71803227666278e-07
FOXRED1	0.138887532287435	0.0043486450868444	0.217782575702972	7.02200905646229e-06	0.0658711431066642	0.000199723113703048
FOLR3	0.204263578468766	2.46218381414476e-05	0.175043505419141	0.000312754129463626	0.000922677128836142	0.00588796881349736
ACCS	0.386363400164666	2.22044604925031e-16	0.372633175976313	2.78298107983877e-15	3.90157042476049e-14	2.89539886819541e-13
COQ5	0.152684131183786	0.00169996209169732	0.169868309911054	0.0004799398412369	0.0317768327637132	0.00826772184021823
PRR4	0.0141215697738733	0.772919685528657	0.162515336578682	0.000840880610058066	0.942716906652034	0.0132976859674583
AKAP3	0.230303962162618	1.8419762550792e-06	0.306633581499085	1.69131830911256e-10	9.10281640556954e-05	1.0447854586057e-08
LTBR	0.142950457556827	0.00332502209059005	0.156516760299095	0.00130656360813694	0.0534368895737713	0.0193102774757734
CHPT1	0.113246853385598	0.0202638884830308	0.14676691454096	0.00256804523734628	0.192118184934442	0.0340126192490738
SPSB2	0.284899201887154	2.76556422207364e-09	0.32868436006602	4.88666483153109e-12	2.1650808221719e-07	3.71527488681888e-10
FAM184A	0.164458765007631	0.000715884521351295	0.184460756831203	0.000143691122682176	0.0155082161926704	0.00297425577761248
GABRR2	0.0980007233113964	0.0447213911616138	0.140463169335275	0.0039219525683953	0.309642767000771	0.0468442280336883
MTRF1L	0.275512348026348	9.41313538227462e-09	0.271109408621526	1.87978078901131e-08	6.95604312781733e-07	9.06306506019051e-07
SLC26A8	0.087556172681221	0.0730587403263327	0.17149813216896	0.000414961337474963	0.404992958136908	0.00738986327796067
VNN1	-0.0246246839788814	0.614803875151022	0.205887753947279	2.11384654679934e-05	0.899388645619057	0.000530071567744367
GPR126	0.143014770980217	0.00331074447373636	0.180169234885408	0.000205803081763953	0.0533588367814687	0.00408787215019648
PRPH2	0.387824193988219	0	0.483917819028066	4.85180480678397e-26	0	1.0368438001957e-23
LY86	0.167101263690965	0.000584822146037389	0.182065775025651	0.000175766414143563	0.0132498243802798	0.00357271217643485
NUDT12	0.141357901748261	0.00369687944638564	0.15951240410336	0.0010504220120798	0.0578836154110321	0.0161904227086063
PFDN1	0.135630572320654	0.00536612866135178	0.152160370239356	0.00176422881027858	0.0761759054314336	0.0249548429389494
BTNL8	0.180781467769047	0.000195618032962752	0.18008817470453	0.000207188204388649	0.00544630910787493	0.00409559283025262
MSH3	0.269545339166953	2.00265293237578e-08	0.279327898443057	5.75317236797545e-09	1.42657448074732e-06	3.0530425445357e-07
SLC41A3	0.172245514297616	0.000391126205276482	0.195633091922421	5.42764548858228e-05	0.00954516946025044	0.00123678365643286
COMMD2	0.108466093029292	0.0262272436213871	0.188356914883709	0.000105850139679074	0.224397474666804	0.00227433982185445
RTN4	0.188761760828264	9.94298762553303e-05	0.185682542564763	0.000129528553580155	0.00315739771707187	0.00273845527582428
EFHD1	0.201690801920275	3.12745140722548e-05	0.234452477923129	1.18333954534664e-06	0.00115554945219308	4.25302990229814e-05
TAF1B	0.166891923312463	0.000594331023028971	0.204740115489299	2.35471117658969e-05	0.0134267868545431	0.000583658347125226
CEBPZ	0.182713407160413	0.000166487479611011	0.152151980129463	0.00178366109966963	0.00482203846624271	0.0251378197094571
LCT	0.0760600734774776	0.119618394350173	0.189114470740786	9.6437236363578e-05	0.516278735877083	0.00209486051628245
COX7A2L	0.29654280669803	5.67542457474701e-10	0.301981846909792	2.64196860705717e-10	4.93138264972798e-08	1.61938339348845e-08
GPX7	0.242202232156382	5.06405747113803e-07	0.353102894443472	8.89020058739127e-14	2.81982411438651e-05	7.64074087440248e-12
TNNI3K	0.04880142783337	0.318402748053626	0.141051527762751	0.00377259639642384	0.750659732988433	0.0457514105928272
CRYZ	0.429935671261517	0	0.409781396557966	0	0	0
TMEM9	0.177953464102396	0.00024696320490758	0.170773640809838	0.000439350597236227	0.00661945105492961	0.00768924210398052
WARS2	0.200900823049859	3.36373684219904e-05	0.419729325177616	2.36143145906215e-19	0.00122567130005842	3.39487973578262e-17
GBP3	0.592547368556524	0	0.55544291881771	2.28308302917045e-35	0	6.68605093024101e-33
NSUN4	0.290166312553808	1.36309363796272e-09	0.31392248140503	4.65959846647883e-11	1.11113210261559e-07	3.09608782138219e-09
DR1	0.201927130119828	3.05987633697491e-05	0.213684858937626	9.99374408496753e-06	0.00113588930499815	0.000274376855832772
SLC5A9	0.0718189986726736	0.141734375377393	0.174122217867482	0.000336777189372137	0.559333072097424	0.00621090422214089
A4GNT	0.394112250044267	0	0.382013073505422	4.84027145016843e-16	0	5.54667048644663e-14
DDX59	0.110177294051127	0.0239386848611325	0.144529042252381	0.00299025086096005	0.212270723400885	0.037951707155074
ALDH8A1	0.134341723616954	0.00582468127312508	0.324816561443842	8.92879347636618e-12	0.0809415726302284	6.53703426089143e-10
C2orf43	0.230616294619278	1.78213143220418e-06	0.245606672535397	3.77121038032709e-07	8.86246115373488e-05	1.5291774603716e-05
DNAH7	0.0648302944309106	0.184819380710884	0.146205592027881	0.0026685091027057	0.623184154917253	0.0349336117137317
PIGZ	0.189329669956476	9.46531778036608e-05	0.150786195685447	0.00194356573764445	0.00303005132345565	0.0267731259365063
INVS	0.178516915113249	0.00023582288183599	0.151167224360833	0.00189223791713953	0.00636399838456372	0.0261572119070319
DCAF4	0.153509605079868	0.00160301801332374	0.167858830097791	0.000551578062575292	0.0306902262260311	0.00929920627032587
IFI27L2	0.0974422665587228	0.0459587146951881	0.149751664168148	0.00208941605384693	0.31482403809848	0.0286326043982109
ACOT2	0.176892184000406	0.000269293856570707	0.164068633366078	0.000748356188396765	0.00709768841301527	0.012051430512532
EIF2B2	0.133831265276393	0.00601581873723633	0.163213091789694	0.000786665457478925	0.082012204750565	0.0125406527667054
PYROXD2	0.512594431204006	0	0.480852762722893	1.092482386746e-25	0	2.21493800820529e-23
PCDHB8	0.120887580539422	0.0131687442724768	0.171733209763428	0.00040732244632478	0.143423224466218	0.00727019996182852
MASTL	0.150613227058406	0.00196728379724043	0.228791454850454	2.1600461501261e-06	0.0355956818873685	6.9712183302233e-05
IQSEC3	0.167234555904628	0.000578841351008164	0.23369474219018	1.2837400512523e-06	0.0131899094017912	4.51134781566752e-05
CCDC77	0.125546720357893	0.0100103444512847	0.190495862179946	8.55130933646527e-05	0.117960944226987	0.00187110155764089
DNAJC15	0.443441358603238	0	0.43555024364032	7.1494767595426e-21	0	1.10844926936673e-18
PYROXD1	0.128737478496357	0.00825470399966588	0.195509861112094	5.48791462847557e-05	0.103864358171049	0.00124692359101599
CAT	0.211916349427864	1.18737530749868e-05	0.236865288351975	9.82094641098056e-07	0.00048394724517485	3.62870202203847e-05
LDB3	0.130933874832629	0.00721130994091723	0.171400738943679	0.00041816503544309	0.0947173217655026	0.00743018187696294
OPN4	0.195123985161828	5.68074917683958e-05	0.200949402356058	3.34873208116731e-05	0.00195294277135959	0.000797542908608131
EBPL	0.167110895271303	0.000584388064931218	0.208592065342804	1.63533643723055e-05	0.0132498243802798	0.000428165735403377
TSFM	0.20477175104155	2.34773620606532e-05	0.245740038479853	3.40428334569327e-07	0.000888208142648732	1.40196189658316e-05
SMUG1	0.165683061162265	0.000652104648035223	0.140330350937067	0.0039564005305413	0.0144027694190349	0.0471133418599247
COL10A1	-0.0654806855396048	0.180442718298533	-0.141881743796394	0.00357060071679063	0.61802996357647	0.0435019104278328
WFDC3	0.30522260273259	1.66249014554865e-10	0.472299111150493	1.00826556539091e-24	1.54650700951213e-08	1.99308895638647e-22
SLC12A5	-0.00329510326548964	0.946320229953588	0.15579663749895	0.00136030172808373	0.988198324531537	0.020020308034306
BTN2A2	0.152999533924983	0.00166230381453714	0.176359449205296	0.000281201215099471	0.0313695376170528	0.00534485098026807
PEX6	0.327159984989912	6.20348217239552e-12	0.474517591207595	0	7.54629746725099e-10	0
NQO2	0.303721196472958	2.06189731954964e-10	0.38186167162681	4.98111913093629e-16	1.89574675647431e-08	5.62652985261618e-14
TCP11	0.114472946301328	0.0189392474244043	0.145140106425394	0.00286910878778902	0.182939551677057	0.0370082270555428
COL21A1	0.115300263108759	0.0180886519706034	0.505367918736396	1.30867564184859e-28	0.177995700608397	3.04344067649905e-26
BBS2	0.197967636768051	4.39739113671234e-05	0.220988107215737	4.82955015790329e-06	0.00154534096524375	0.000144648685979323
GRK4	0.337399639054488	1.21724852419902e-12	0.307403947548759	1.21325201362827e-10	1.60413068014028e-10	7.61584045077722e-09
PAX8	0.408698931814009	0	0.468086619274429	2.94447490591956e-24	0	5.54332454312047e-22
SLURP1	0.102864618023168	0.0350822504220716	0.191432392370261	7.87815562751884e-05	0.265959112260134	0.0017448900993499
PRR12	0.142142874435997	0.00350912361060152	0.141723835493075	0.00363481833593536	0.0554932807780524	0.0442161670496014
WDR60	0.232104629771142	1.52162864264227e-06	0.219532353915357	5.59398244097611e-06	7.71251133164899e-05	0.000166284282559391
YEATS4	0.163810590522576	0.000751943840779035	0.167334767851778	0.00058374133110472	0.016069243105513	0.00975822982039117
TAS2R4	0.131457855118869	0.00698052275671723	0.163807745231736	0.000752105770911746	0.0927646948527112	0.0120626781553736
LRRC61	0.223711692259915	3.65895267329108e-06	0.292190287824807	1.03457379222155e-09	0.000169189115717617	6.01498159933516e-08
EMR2	0.117434971865497	0.016046107871392	0.21093689387614	1.36602506424279e-05	0.163290315236933	0.000364904060235396
WFIKKN1	0.333934770337128	2.12674322597195e-12	0.339709987821408	8.35993918063566e-13	2.75674732586233e-10	6.74510603074348e-11
ZNF835	0.134427939287853	0.00579294243963346	0.142230288604121	0.00348875939503601	0.0806422462503201	0.042834814497748
PTPN12	0.16874399135901	0.000514959764596146	0.198330422081925	4.25493850807221e-05	0.0119058095282507	0.000987649900558028
STYXL1	0.139105878994496	0.00428711433917273	0.196263017364044	5.30159506854386e-05	0.0653144760690535	0.00121155237592417
DGCR6L	0.114773020854276	0.0186267847078763	0.158006498836381	0.00115831385326328	0.181534090269976	0.0174786023621236
IRF5	0.139390429506768	0.00420810800273808	0.174584453511291	0.000324516943940164	0.0643588200728239	0.00606608859511791
TWSG1	0.17777579882569	0.000250576691418036	0.203873986454333	2.55348586227501e-05	0.00667107710115291	0.000628984819719891
C15orf57	0.312874364839777	5.44329026297419e-11	0.318449246415208	2.36431283406588e-11	5.73867948124492e-09	1.62561926773556e-09
ARPP19	0.151250228082929	0.00188122247057243	0.159142120356662	0.00106562059892421	0.0347569098763215	0.0163608972343567
ANAPC13	0.312781387885978	5.51871881526722e-11	0.279958175514194	5.2999381574592e-09	5.74164600951551e-09	2.83152777101553e-07
TMEM8A	-0.118273550352854	0.0153007792787961	-0.14709817758928	0.00253259159525618	0.159188502312422	0.0336558012499002
SHC2	0.0972346306404622	0.0464260238998584	0.163011452121935	0.000810237612417337	0.316457388772569	0.0128904402442332
SYT5	0.0228361204914356	0.640737932762298	0.323950206658202	1.02075466799062e-11	0.907746002853868	7.33737014527439e-10
QRSL1	0.183367271638752	0.000157586552860245	0.250918332060515	2.07163612976435e-07	0.00461962234486739	8.71299302023762e-06
NDUFA10	0.22342828150923	3.76679099600707e-06	0.230386397978706	1.82599678153591e-06	0.000172161944540046	6.09204917789216e-05
SSBP4	0.139747271518938	0.00411089063930437	0.160603003289792	0.00095643165460571	0.0631161403591837	0.0149161836153202
KIAA1683	0.0819903184775285	0.0933236516451132	0.170594093866458	0.000445597673098495	0.45874346937384	0.00777779426311215
MAP3K10	0.119147507271898	0.0145564946715284	0.140598464681935	0.00391464816775255	0.154494232708423	0.0468442280336883
PKDREJ	0.127722538975264	0.00878079909269358	0.180640001224497	0.000197928637940389	0.108824104115875	0.00395207510150166
C3orf20	0.115220660491453	0.0181690190747577	0.209595221358569	1.48555438653535e-05	0.178020364094311	0.000392852124894146
MAP1B	0.0780195209757936	0.110356327831344	0.180910501221389	0.000193532546599936	0.49752222129831	0.00388391331463374
C19orf40	0.197802937510215	4.46353961156554e-05	0.272217151149982	1.43145103193287e-08	0.00156164635878977	7.07405206843326e-07
ENOSF1	0.11190523399964	0.0218049301040173	0.142272086823867	0.00347905990217784	0.201180376117228	0.042834814497748
TMEM128	0.150187141430911	0.00202684378347495	0.160386882659685	0.000984902997976003	0.0365171947343066	0.0153288402796274
FIGNL1	0.101252741530743	0.038059554683588	0.148425865908439	0.00229094140003174	0.278903520744329	0.0308069279762771
UTP3	0.0918139870634385	0.060109220711932	0.144855838503091	0.00292489778595773	0.365602775514805	0.0374225999895918
IGHMBP2	0.0988517919478876	0.0428896703422934	0.233356684075792	1.42778959205803e-06	0.300912709313677	4.90849230626211e-05
SPINK5	-0.0618719986568042	0.205716393843421	0.395652815507414	3.43343492434139e-17	0.647632436561913	4.45051966340449e-15
LRRCC1	0.18440379202487	0.000144385651619672	0.230086658714236	1.88474280991558e-06	0.00430814093342168	6.26162243613551e-05
ELP3	0.161460880852242	0.000897222837295875	0.179388307552878	0.000219515344626769	0.0188178805689615	0.00431768116906433
GSTM1	0.0565341257279737	0.247649814904086	0.239699336793747	6.68225817194434e-07	0.691299351778158	2.57739587149092e-05
GSTM5	0.10338242494243	0.034168866321546	0.253429079553563	1.40603181370273e-07	0.262814422183331	6.24578289379072e-06
GSTM3	0.172132950470751	0.000394632582212839	0.161645990586191	0.000884899348067173	0.0096011071617136	0.0139103362726981
NAPG	0.178939584920669	0.000227776378895816	0.151344138525084	0.00186883037503691	0.00616790352030555	0.0259881427018895
CYP2J2	0.153180173400797	0.00164108189886925	0.197573771376003	4.55714597117296e-05	0.0312067210283245	0.00105053507854416
TIMM10	0.242636617002873	4.82463229367625e-07	0.263803984810847	4.07038451301223e-08	2.72488339614986e-05	1.93882712917998e-06
TMEM165	0.138792588179994	0.00437564860010142	0.162575298567314	0.000825360594609964	0.0661534483384359	0.0130784092616853
CARS2	0.163519783183985	0.000768662048725055	0.168887602658421	0.000509236071522159	0.016333174125021	0.00866195426972704
OSTF1	0.169580148632045	0.000482454638286001	0.199251511004038	3.91260391110627e-05	0.0112862982986018	0.000923491317167679
FAIM2	0.111635369527697	0.0221268969171753	0.156714249498757	0.00127279097629186	0.203202524882816	0.0188463637631831
SMPD2	0.163905756240269	0.00074654635225091	0.175486054535177	0.000301791795015439	0.0160406032805651	0.00569514969734385
ZNF670	0.149928713957416	0.00206376640884542	0.155938363758136	0.00136220130548332	0.0369190067754316	0.020020308034306
CAPN9	0.0817479365644985	0.0942992426139044	0.205797232829094	2.13196175028176e-05	0.461229981898416	0.000531779859920437
TSGA10	0.139021672104277	0.0043107502896409	0.180671230840961	0.000197416370606751	0.0655482741157511	0.00395182593009514
MYCBPAP	0.167316224346772	0.000575204990473033	0.229195517915455	2.07027584528453e-06	0.0131449302302609	6.76432690440693e-05
IL1RN	0.182014439125246	0.000176522285839864	0.262755647081818	4.62485315198886e-08	0.00502072559041657	2.18974334567521e-06
C9orf78	0.160474442963603	0.000965609057953287	0.15858447529262	0.00112432597928523	0.0200148649428461	0.0171291821160083
SLC2A8	0.126711932858724	0.0093341013293724	0.14652703026699	0.00261054964670674	0.113371335194082	0.0344029417918676
C9orf156	0.146315428656034	0.00264857364537385	0.150621349268204	0.00196616415411849	0.0452316885830908	0.0269903818864843
LMX1B	-0.171256323240314	0.000422957901192294	-0.16790355782467	0.000549671206292867	0.0101572040588978	0.00928685946187543
APTX	0.10741601628517	0.0277229465602471	0.154279262379178	0.00151722374048821	0.230742461528288	0.0219759429121307
VARS2	0.23841798976125	7.69245144471853e-07	0.240629420528739	6.03013382847351e-07	4.08216198479124e-05	2.37215264585771e-05
