gene	PearsonCorrelation
PIAS1	0.22386305386778
SLC4A7	0.00730511124007152
EFCAB1	0.14755222086418
ASTE1	0.0224782347192318
RNF19A	-0.443115899354852
PEX3	-0.196745852026912
MYOC	-0.103423979901193
FAM136A	-0.000200434797570388
VCL	NA
ADSS	0.338964478414937
STAP1	0.0771738956956678
TIMP2	-0.00105125639131004
MYOM2	-0.153646234039669
CYP46A1	0.0383970594505919
USP2	-0.174839740977435
TUBG2	0.131594049805091
FLT4	0.219842020213798
NSUN2	0.180484196221642
FBXO42	0.180329461654263
MFAP3	0.0149662899199741
MRI1	0.411453099964848
METTL1	-0.460525801934762
HOXC8	0.166792188261588
AGA	0.274987244566389
PI4K2B	0.0827923278647701
TLL1	0.113770491516522
MSR1	-0.325069079471815
DNAH5	0.249238805891333
C6	NA
PNKP	0.0758333304266764
BEST2	0.282934069507204
PHLPP2	0.180413081664203
STAU2	-0.0927803126818014
PQLC2	0.0201575191759647
CTNS	0.244681320125727
INPP4A	0.126368279274904
RAB27B	-0.0288786687042512
LSG1	0.346302359356488
TNC	-0.13284695895332
THAP3	0.0140387373022624
TDP1	0.56592041788748
SPATA7	0.285424698297379
CAPG	-0.0892056954196543
AP2S1	0.0297547503194904
ZPBP	-0.0156554325606645
TG	0.399005222994953
PHF15	0.0657303511624946
TRIT1	-0.000369011945477462
ADRB1	-0.0689419592560097
CUL7	-0.0984260201875197
CTNNA1	0.0340354348333518
CNTLN	0.00869941678053179
EPHA3	0.0619688730025929
HSPA5	0.0746864756371765
PREX2	0.156208178515902
WDR37	0.0363160788481669
CP	-0.302503793084827
ANO2	0.0958578759925146
MAP4	0.090758062646037
GOPC	0.138029775834731
USP28	-0.395448874192961
TSPAN17	NA
NOP16	-0.399400813493769
CC2D2A	0.0998208778041655
RRM2B	0.280983633702439
LMO3	NA
MRPS10	0.261482136193113
RSF1	0.0949484248332988
VPS13D	-0.411548680689809
CELF2	0.0936869625560471
COL9A2	-0.0804435522986372
ERCC8	-0.166449237145803
VAMP3	NA
UTS2	0.844311069381209
TNFRSF9	0.138449187134231
LTBP1	0.128147759601959
RCN1	0.146160880491648
RFC2	-0.158221050251623
CLPTM1L	0.221786131205043
PTCD2	0.0978330422971577
JKAMP	0.56295821579492
DKK3	-0.065346292866036
ARHGEF5	-0.0894148051525552
LIMA1	-0.00784542661075747
LETMD1	-0.259362836907161
BCAR1	-0.0163364945796449
HERPUD1	0.043052291992379
RAD51	0.162782022900252
CYBA	0.171892931436999
RRP12	-0.23061126942501
TTC17	-0.0720088193931371
FSTL4	0.44381325993202
AKR7A2	0.0396233969141888
NNAT	-0.000708620849445478
USE1	0.164432955672506
ANAPC4	0.263531125812136
LY75	0.36356380769446
OPN3	0.233663209348311
SDCCAG8	-0.0178222447068952
TBC1D22A	0.0627254192893143
SYNE2	0.0586772265928311
ATP9A	0.142174648203654
FAM168A	0.0622488435894101
RELT	-0.0885037261708341
GALC	0.0110717438494046
KCNH2	0.0777115526066082
CYFIP2	0.359725572993799
CCDC85A	-0.168428868202029
MRPL43	0.271818662877652
PHF21B	-0.262534412864077
TRAF1	0.0763741460631795
RC3H2	-0.202559299908279
PCGF2	0.0369470695510662
IL17RB	0.0812769159140656
DCBLD2	-0.0678932074309984
MSH4	0.104268515734305
GDI2	0.00743751492943359
USP13	-0.141666230466633
ATP11B	0.104542294052381
LAMC2	0.169101178604066
CDK14	-0.177399051622422
SEC61A1	-0.0200767684389802
CAMK2B	-0.166297466635527
CROCC	0.234150369838553
POLR3E	-0.182266920073842
ATP2B4	-0.0939004088539677
RIOK2	0.280042036222993
YIPF1	-0.121770945517827
FLYWCH1	0.0933762199651872
CDK17	-0.418908373407636
DNAJC25	0.309274700908357
SLC2A3	0.173374416692075
PSD	0.160807870475736
CCAR1	-0.0956837324861184
OGFR	0.3730268342223
CREB3L3	0.0836296725710526
PIGV	0.090091595271046
PTPRU	0.234214654732956
SNRNP40	-0.16849678216145
COL11A1	0.022176655134954
QSER1	-0.0401690482424776
NCKAP1	0.136735098263612
GUCY1B3	0.28018411205258
TNK2	-0.0187461787199373
GPBP1	0.308858000979945
DGAT2	0.207629834103161
CS	0.120075352074676
APPBP2	0.12366139726431
POLD1	0.337268622174542
EIF4B	0.192982998653903
SLC6A16	0.382109932938051
ISOC2	-0.0355582359868867
GSC2	NA
HAGH	0.205237143975923
RNF4	-0.0411581743276717
CASP8	0.403473936530578
WISP2	0.105392209730177
DMRT3	0.0248451505290414
ATP2C2	0.000939999513414931
NGFR	-0.26607921701814
TAF2	0.0950205451665138
HIPK2	0.0268986769455338
TNPO3	-0.043863116773363
RFXANK	-0.0590628587267777
LPAR2	-0.172438605376979
SLC12A2	0.230889608663297
SNX24	0.143119671200841
SNCAIP	-0.21889934751079
BTBD1	0.204583184985824
FAR2	-0.230042838077068
SBNO2	-0.127133211288819
PMS1	0.145378901144866
TAF11	0.0385687639690961
AP3D1	0.0533698270977671
UHRF1BP1	0.572936394508439
IPO5	-0.0666471746690626
OAT	0.197831538074611
WDR3	NA
PKN2	-0.103998175593466
WDR18	0.402139020754065
TRAM2	0.255465853206253
GLP2R	0.0348391508977751
MCM10	-0.0704930544798425
ROPN1	-0.0832075767209201
ANKRD44	-0.259382048689083
ADAT1	0.372354689094715
NDUFB4	NA
SPEN	0.400551463270644
MYLK	-0.0350764912849249
MAP2K4	0.0746795603276523
SNAP91	-0.279128245391662
SLK	0.0792347396530048
GSTO2	0.00579279541483473
SEC61A2	-0.110562177698504
ASB1	-0.241991881552859
FAM107B	0.322742246007644
ME1	-0.0340595738896571
PDE4A	-0.274177078229095
PPP2R5A	-0.0726587290186474
CTNNA2	0.158643865064526
ELAVL1	0.134061338006445
TIE1	-0.364608203817765
SMARCD1	0.278637008085809
KDM4A	0.230515048487461
ZMYND12	0.540694540431004
SLC9A3	0.373299354801376
NGEF	0.0320354599732042
CD84	-0.157433500112362
ELOVL1	-0.254240599394736
ZNRD1	0.120880354741958
ATXN3	0.137694756430663
LRRC40	-0.209711296696545
THUMPD1	0.0358688477108833
KIF26A	0.181042503850151
ARFGEF1	-0.105091073877857
MTFR1	0.147748529042643
STAG3	0.11569611601712
MYO9A	0.182825825602011
PFKP	NA
KLF6	0.207251773524918
TRAM1	0.059066014787706
TNFRSF1A	-0.0511648535348629
EVI5	0.204073714368931
STOML1	0.221267992501135
DHX29	0.128866972137961
DNTTIP2	-0.0756925556760589
TP53BP1	0.126946359017718
RRP15	0.559320624702581
NAV3	-0.41346115783136
RASSF1	0.152905642832789
FGFR3	-0.00539029629731374
IFI35	-0.0326898462683747
HEATR6	0.184211013674588
COASY	0.0570581426232113
MEF2A	0.269807941504631
INPP5A	NA
PRR11	-0.302829684555415
REEP1	0.357340050988426
POLR1A	0.246079246046182
TTC7A	-0.11677404416294
IP6K2	-0.230101557383849
KIF2A	0.124817585033176
SIRT2	NA
ERLEC1	-0.188157036434278
GPR116	0.225147751315958
SDK2	-0.015424119607911
ADAM7	NA
NUCKS1	0.13707062607523
DNAJA2	0.0833960974038981
ABCC9	NA
CLEC2D	0.297965308103277
TGFBR3	0.295478724513455
PLA2G10	0.165789735700489
HES2	0.367289108969506
ATP1B3	0.1242062779835
PIGB	0.144775431029614
MAPK6	-0.151599704649924
GNB5	-0.112864089802134
RAB27A	0.0200884657664458
CECR5	0.133689572789367
UFD1L	-0.186972366143533
GUCY2C	0.182353922594389
SCT	-0.0307068107239406
IKBKAP	0.0711814997844731
NUCB2	-0.0661225578179938
PFN2	-0.0753883324157756
SPTB	0.123162575147171
DAPP1	0.145612999262805
CLTCL1	0.104537530031902
FGF22	0.101229660968118
DGCR2	-0.0610970856578656
ZXDC	-0.13004864595
ST6GALNAC1	NA
WIPI1	-0.161270252040376
FRMPD1	-0.0603366836821077
GBA2	-0.0591594739692441
NDST1	0.0615763898856826
ASNS	0.223193382491599
AP3M2	0.526112745564841
CNGB1	-0.334434547194746
ST6GALNAC2	0.23571192946258
CHAT	NA
CSNK2A2	-0.671041781039841
CAMK2A	-0.200576135157218
OSBPL3	-0.0611189150217224
SLC12A3	-0.158119541995815
TRPM5	-0.0433089896105125
NCK2	-0.272763194291268
MGAT4A	-0.0225723060961039
SNX13	0.320603353411632
RPS6KA2	0.142661931388254
VASH1	0.036571670464771
LMCD1	0.2785025713822
WBSCR22	-0.0854652203935751
SEL1L	0.0386262616704817
TRIP13	0.133973132863112
TCF3	0.184771486017132
TRIB2	0.0415474059519873
DAZAP1	0.0879110219646854
CPSF1	-0.129573776864548
MYO3B	-0.228716655858377
CYBRD1	0.407704580202709
CDH19	-0.128213694078407
PDCD2	-0.146504903511143
SLC6A15	-0.0359585667183636
RDH11	-0.0452791858865016
LPHN1	0.380387519368966
EPN2	0.0372014611597097
PTPN18	0.350677509036306
LIMS2	0.235033740614821
SPEG	0.0169158942798999
ALDH3A2	-0.0816292701713827
TFRC	0.00662476701898073
SREBF1	0.190475512200504
UBE2D1	NA
MARK2	-0.133034509896325
HMMR	-0.211477566690521
CHFR	0.115898403747276
P4HA2	0.223019851375601
TRNT1	-0.0634658600339987
FBXW11	-0.0760118599786457
ACAP1	0.0118225411870327
CRMP1	-0.180287134082644
EVC	-0.108482900527729
DERL2	-0.0738749267052439
NDE1	NA
AP1M1	0.128098775331079
PVR	-0.187769133154047
XRCC1	-0.288154431285261
SCARB1	-0.12627013764034
CYP2W1	-0.103372651515998
MOV10L1	0.254710631412886
PANX2	-0.306187573078708
ALPK1	0.0504555552248082
LLGL2	0.307165389440949
PDE8A	0.0196130495232904
SMARCE1	-0.0164886726991244
KDM5A	NA
ADAM11	0.219541697695345
PPP2R3A	NA
FERMT2	0.0703680802832696
IGF2BP2	-0.114057325056541
MAP3K13	-0.133113327719024
TBX21	-0.140969518950284
NSF	0.0313206227777687
GLI2	0.146729989265938
NOTCH3	0.0503536027871326
SNCB	-0.174826827739935
MGLL	-0.0216327487015421
NTN4	0.165028403087812
BCS1L	-0.0811054851847153
ZNF532	NA
SCARF1	0.188044984570546
SLC12A1	-0.139099714172098
C19orf10	0.0191141166237022
TUBE1	0.0338995057664906
ARHGEF10L	0.0694689077599122
TXK	0.0731958939856144
KCNQ2	-0.122204737978463
ACTR6	0.186920230371619
TIPIN	0.701474299926297
NUP37	-0.0389436338005731
GTSE1	-0.190714718800867
TTC38	0.31560545798095
ACAT1	0.174321830162655
ZNF638	-0.186370726565083
SLC25A40	-0.187392596987355
RASAL2	-0.105458442147771
ZNF37A	-0.060728983622864
MARK3	0.240444328871243
SLC25A3	0.000851288738065008
MOCOS	-0.21165204541511
PLD1	-0.142648535740631
BCAP29	-0.171284997441947
SEC31B	0.204577112482643
ARHGAP15	0.020346500712885
PAX2	0.331081850445781
EXOSC7	NA
MKRN2	0.280546051719015
RBM7	-0.245658552009775
RBMS2	0.143766811463456
BAZ2A	NA
PTPN23	0.30902096412073
UNG	-0.26873498690264
FMO4	0.237683241237732
KLHL20	0.142573280224825
RGS11	0.133664809834224
PLXNA2	-0.0947192078452064
ANKRD13A	-0.305739123301572
TPD52	-0.0613000491632347
ACACB	0.0359394209530435
PAG1	-0.136753407154894
GPATCH1	0.0128465223681526
ICAM3	0.00692739102007851
NT5C2	0.313922246625802
MCAM	0.0758014991814357
XAB2	-0.0195476298957313
STXBP2	-0.430820497504663
MAP2K7	-0.0821235335497347
DGKD	-0.172584421494068
TM9SF3	-0.138800135546221
UBE2T	0.107726015001952
PPP1R12B	NA
GTF3C1	0.169495943001574
IL4R	-0.14741537460054
USP33	0.0598092814379598
EXOSC5	-0.028245700013706
DYNC1I2	-0.0831640665373037
APBB1IP	-0.16500448874085
LRCH4	0.102115432071706
POLD3	-0.189941301099799
CAPZB	0.0551616017504918
GPR137B	0.132106267860263
NAALAD2	0.0456077760329924
FGFR1	NA
FKBP6	0.306106044954336
CST7	-0.229190322459123
MAP2	-0.102117759755056
PIAS2	0.128611693201258
AMPH	0.270162630485313
MCCC1	-0.199473597464998
ACER3	-0.00799828324244146
UBE2K	-0.13304418612271
N4BP2	-0.0273579684660724
SYNJ2	0.102983164206729
PPP2R5C	NA
ZCWPW1	0.173696578188004
FGF20	0.130292814571147
NRD1	0.0202290752989834
PCM1	0.107510363064518
CBFA2T2	-0.167353730836507
ITCH	-0.331560228027283
MYH7B	-0.198294626647421
TP73	0.0462708050324245
CLUL1	-0.263823456950319
RUNX1T1	0.271192612928152
FKBP7	-0.0454380574581689
SLC1A3	0.173925514423773
LXN	0.0469889976622722
MKNK1	NA
TNS1	-0.193470873016657
REXO1	0.139338856802517
SAR1A	0.143876485856926
CDC14A	0.292225613493976
RAPGEF3	-0.102635909058376
FDFT1	0.051046696421665
KIF22	-0.130018422341235
SCGN	0.0384296985263127
LRRC16A	0.0665008174666552
DDX1	0.311079658386406
DNM2	0.0085495070182116
EPB41L2	-0.0969067756496786
RABL2B	-0.26355665977474
KEAP1	0.344644374408027
DDX43	0.211031247955741
DCT	-0.144159287927217
SCTR	-0.00270583130615678
RFX3	-0.244589865280907
RIF1	0.165115624797428
SMARCA2	-0.0526961304208192
CPB2	0.192951284813805
CHRNA3	-0.176850395372442
KCNN2	0.303760773575886
PSEN1	NA
CPOX	0.0580406377598919
DLGAP4	-0.0995625999756084
IGSF9B	-0.250133177098124
NDC80	0.0299757853122386
CXCL2	0.0465046236394189
COL4A4	0.20682141971322
OSTM1	NA
CDH7	-0.0243364811892899
PCNP	0.211697860322063
EXD2	-0.0146661676640726
MEF2C	0.0968812814019219
PKP1	-0.378115604594914
UBA5	0.208846230555752
CDC14B	0.179759818225744
ZNF510	-0.0286895590975969
LRP2	NA
ZNF506	-0.0276531166464156
JMJD4	-0.0433432532274471
DUSP12	-0.252920163565374
AACS	0.212049051161082
CADPS2	NA
PCDHB4	-0.0861173183802148
PCDHA6	0.0348286947735813
PCDHGA2	NA
HSPB11	-0.0812777199174534
PHLPP1	-0.0861138631224157
SMARCD3	-0.0181363753401152
BZW1	0.214141796078882
CCNT2	-0.0667275620543649
FAM135A	-0.0411008328897445
KCNK2	0.225509222168687
TRAF5	0.0197109115925282
GEMIN5	-0.0612598581441548
OPRK1	-0.0719639326848132
GSK3B	NA
ITGB5	-0.0922793159279955
ERC1	-0.224456797063048
TRPM3	0.137473831562771
PALB2	NA
DOPEY1	0.320096623828081
ZCCHC6	-0.0173160837453752
PLOD1	0.175589159408431
DIS3	0.00704458670044262
PIBF1	-0.0124226808789837
TDRD3	0.0156276331049263
SLC27A5	0.0555041431067462
ZNF671	0.0624539142219492
ZNF586	0.265903009813961
ZNF264	0.0240591110812399
RPS5	-0.154590581347195
FAT1	-0.0533069256103373
CHMP2B	0.39268423855297
PPIE	0.246436790938552
ZMPSTE24	0.237691953891726
GSTP1	0.117540975566378
APLP2	0.34627908446822
SLCO1A2	-0.00441061444228609
COL16A1	0.128237294095356
TXLNA	-0.0692260869829877
APOB	0.217422787802905
NCOA1	-0.066726005254865
RAB10	-0.143860110466859
HADHA	0.253769957206242
MAPRE3	0.244530795650165
CAD	-0.0694467584927681
CD59	-0.186692325530724
TAF9	0.382476123370654
PREP	-0.0709618577706497
SEH1L	0.374686822430447
OVGP1	0.0648229679644489
PILRA	0.0199060543362621
IGSF9	-0.141738647727735
CPNE3	-0.0551004665770728
CTTN	-0.11401871591305
WNT11	-0.0850422940194032
MTIF2	0.035635177178547
DDHD2	0.0486459341539635
EPS15	-0.178056624245834
CHERP	0.00152367437848645
ATG16L1	-0.274195781769059
USP40	0.0284278428097893
RAD54L	0.00618419258161546
DNAJA1	0.0953352765444005
IPO11	-0.0326981075835438
FOLH1	0.168694117396337
EPDR1	-0.140379751706028
SNX10	0.148890215130251
SEPHS1	0.206349906181249
HBQ1	-0.0144476464301956
ITPKC	0.217608605964075
RBM22	0.0483905523605402
TMED2	-0.165446049411182
ERO1LB	0.225301012866504
LAT2	0.338384772616529
ZW10	-0.00901663722971889
ALG9	0.138727587704683
MYBPC2	0.021059479592672
ACOX3	-0.0945295768907216
MTMR2	0.143164038694536
PPP1R15A	0.0191287736920632
HSD17B14	0.268128699704197
ACHE	0.370474931081624
SRRT	-0.0189386437054745
ADAMTS2	-0.206670777125821
PSMC5	-0.140365586607374
UIMC1	-0.083538664780547
CETP	-0.199014827203547
MMP2	-0.10835055396622
MT3	0.169698496757696
GNAO1	0.280430815685215
SH3BP2	-0.0478432139005034
TXNDC16	0.158431340274825
NID2	-0.00338046095353863
SF3B2	0.201498063257172
GNAS	0.12635612214751
DNM1L	0.151288162773176
PTHLH	0.418817199596859
PHACTR3	-0.258978438076874
AURKA	0.206768912907015
METTL2A	NA
ALG6	-0.421892073943742
CNOT3	-0.0190653722880399
GP6	NA
PTPN4	0.0130485164457851
DDX18	-0.0727987756543536
ASAP3	0.571423348897847
EDEM2	-0.0592803284840802
DNMT3B	0.0455989473883144
REM1	0.0351362879685102
EPB41L1	NA
DOCK3	0.238339801888558
C3orf18	-0.0137793618684806
COQ9	-0.0547472045512351
TMEM40	-0.0141430524969251
KIF9	-0.14983108221453
PPP1R13B	0.248877855278176
SIGLEC1	-0.0963042699860273
NSFL1C	-0.379458560682123
C20orf194	0.0607397384830718
CPXM1	0.00446813561177467
TESC	0.0347310855967769
SNX5	0.144116442860972
SIRPG	0.277815941226314
P2RX7	0.0547894828980605
RBBP9	0.173354888841228
SLC23A2	0.0743453806953061
KDM2B	-0.332612386594898
LHX5	-0.151397015643808
GCN1L1	0.232964139483175
RPLP0	-0.106202721932739
PXN	0.176038007644846
SIRT4	0.13099042397315
KIF16B	0.400158894216743
CHGB	-0.223804471419039
PEBP1	-0.113794691230127
TBX5	-0.0401724024116071
FXYD5	0.173669844274477
ZNF302	0.311973081784581
GRAMD1A	0.171267222855059
KCNH4	0.0832410730084471
LAG3	-0.216988005325381
MLF2	0.118736724118538
DDX24	0.195316383861163
ZBTB25	-0.115577011625041
NECAP1	0.0492886267877578
ANKRD24	0.290462235029217
DHX32	-0.219774945611061
BLVRB	0.190482513356636
SLC9A1	-0.0501815022795903
SPTLC1	0.221105877023418
PAPOLA	-0.00561260708032542
CCNK	-0.0656133563607267
RGS1	-0.228376849448867
YPEL3	0.259814671752303
MRPS33	0.0136558424843015
NDUFB2	NA
MAEA	0.00595531897237549
STRN4	0.130471784724674
LYZ	0.173725768282121
MUL1	0.336308538819396
PDCD7	-0.176402149684737
SPG21	0.458859387703122
RAB11FIP3	0.316977621575435
GNPTG	-0.10843761452886
GOLGA3	0.137797624534597
PABPC4	0.0145415057413282
MCOLN1	-0.134844090057269
USP48	-0.0557864140542734
AARS	-0.0805690485882784
TNRC6A	0.193229011924317
PLEKHG2	-0.392504920078722
NAT14	-0.0911347997953375
PITPNM2	-0.142680446555689
EXOC1	0.0775745410613138
OSBPL8	-0.109730779324276
NLRC4	0.259786067372735
NRCAM	-0.071173378777799
LAMB1	-0.0554418469330622
DLD	0.073514062705941
TXNL1	-0.31785163078117
IL5RA	-0.100333624613628
ITGA6	0.351536745987124
FH	0.0710883363984215
SEL1L3	-0.0622036519548589
TF	0.0867754000356174
MYO15A	-0.11434597000786
ALKBH5	0.0843339762040273
APOH	-0.0660417408037669
NLRP1	0.133834179908117
SPAG7	0.280604834243539
SLC17A6	-0.27807970735104
ZC3HC1	-0.20300420541223
ANGPT2	0.280531283056299
TMEM101	-0.0551240737196262
CD200	0.0659996615641726
CCDC80	0.0884809716413575
CMA1	0.16402888835075
PSME1	-0.0107777643867134
PPP2R3C	-0.168224588374915
HAUS4	-0.105692632896403
JPH4	0.164533096742405
MYH7	0.033369097860458
SLC7A8	-0.245119555121849
OSGEP	0.0262600458417913
SLC22A17	0.177728930032745
SCFD1	0.268779910691961
RPGRIP1	0.287344550506934
SUPT16H	0.26945931476288
TGM1	0.192771304922882
WDR76	0.044435223109114
CAPN3	0.289181421190399
SNAP23	-0.187527948113719
EZR	0.084127472631013
DPYSL2	-0.107738835225644
CECR1	0.259143958023814
ECHDC1	0.158653681427383
SEC22C	0.0845745811637467
OR1I1	NA
GABRP	-0.193598659961266
AAAS	-0.255116138402553
CBX5	NA
FMO2	0.207300401056928
MSH2	0.234604524574344
HOOK2	0.0239871521802964
EPB41L4B	-0.156399131215445
TMEM38B	0.515180921834387
PTGS1	0.13511437961446
NANS	-0.0267208730593278
TBC1D2	0.112558123573978
DFNB31	0.420905311616861
CWF19L1	0.402665508557663
BTAF1	0.0174179771990254
IKZF5	0.0718507036719287
BLNK	-0.0789644654440646
CYP26A1	-0.110320605763884
TDRD1	-0.133319987496655
SORBS1	0.164857550903959
CRTAC1	-0.0218451689008781
WAC	NA
TPSD1	0.43741618237993
C19orf77	-0.296484720641499
HIVEP1	-0.0967325152646702
TREM2	0.175026533251146
MRPS18A	-0.0381155598446056
PGC	-0.0661661739894442
TMEM14A	NA
NCR2	NA
HSP90AB1	0.246289859398242
CDC5L	0.240403512460189
ITPR3	0.0215934725779043
IFT74	-0.0542232115975244
IL12RB1	-0.00561107781032641
ACOT7	0.244051080775177
SH3GLB1	0.308325971812291
